"","Station Number","Sample Code","CollectionDate","Data Owner","Data Status","Collection Date","Analyte","CAS Reg Number","Lab Dup","Result","Rpt Limit","Units","Method","Depth","Matrix","Sample Type","Parent Sample","Description","Notes","Result Rejected"
"474","E3S80192066","EL0319B0090",2019-03-19 10:36:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 10:36","Total Phosphorus","7723-14-0",NA,"0.14","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"475","E3S80192066","EL0319B0090",2019-03-19 10:36:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 10:36","Total Kjeldahl Nitrogen","TKN",NA,"0.5","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"476","E3S80192066","EL0319B0090",2019-03-19 10:36:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 10:36","Dissolved ortho-Phosphate","14265-44-2",NA,"0.077","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"477","E3S81041558","EL0319B0079",2019-03-19 10:45:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 10:45","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.28","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"478","E3S81041558","EL0319B0079",2019-03-19 10:45:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 10:45","Total Phosphorus","7723-14-0",NA,"0.17","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"479","E3S81041558","EL0319B0079",2019-03-19 10:45:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 10:45","Total Kjeldahl Nitrogen","TKN",NA,"0.626","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"480","E3S81041558","EL0319B0079",2019-03-19 10:45:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 10:45","Dissolved ortho-Phosphate","14265-44-2",NA,"0.069","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"481","E3S81191549","EL0319B0071",2019-03-19 11:10:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 11:10","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.36","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"482","E3S81191549","EL0319B0071",2019-03-19 11:10:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 11:10","Total Phosphorus","7723-14-0",NA,"0.19","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"483","E3S81191549","EL0319B0071",2019-03-19 11:10:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 11:10","Total Kjeldahl Nitrogen","TKN",NA,"1","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"484","E3S81191549","EL0319B0071",2019-03-19 11:10:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 11:10","Dissolved ortho-Phosphate","14265-44-2",NA,"0.062","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"485","E3S811101550","EL0319B0072",2019-03-19 11:20:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 11:20","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.35","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"486","E3S811101550","EL0319B0072",2019-03-19 11:20:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 11:20","Total Phosphorus","7723-14-0",NA,"0.26","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"487","E3S811101550","EL0319B0072",2019-03-19 11:20:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 11:20","Total Kjeldahl Nitrogen","TKN",NA,"1","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"488","E3S811101550","EL0319B0072",2019-03-19 11:20:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 11:20","Dissolved ortho-Phosphate","14265-44-2",NA,"0.069","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"489","E3S80192049","EL0319B0088",2019-03-19 11:30:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 11:30","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.37","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"490","E3S80192049","EL0319B0088",2019-03-19 11:30:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 11:30","Total Phosphorus","7723-14-0",NA,"0.111","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"491","E3S80192049","EL0319B0088",2019-03-19 11:30:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 11:30","Total Kjeldahl Nitrogen","TKN",NA,"0.435","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"492","E3S80192049","EL0319B0088",2019-03-19 11:30:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 11:30","Dissolved ortho-Phosphate","14265-44-2",NA,"0.073","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"493","E3S80212052","EL0319B0089",2019-03-19 11:43:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 11:43","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.36","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"494","E3S80212052","EL0319B0089",2019-03-19 11:43:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 11:43","Total Phosphorus","7723-14-0",NA,"0.12","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"495","E3S80212052","EL0319B0089",2019-03-19 11:43:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 11:43","Total Kjeldahl Nitrogen","TKN",NA,"0.5","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"496","E3S80212052","EL0319B0089",2019-03-19 11:43:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 11:43","Dissolved ortho-Phosphate","14265-44-2",NA,"0.075","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"497","E3S811101553","EL0319B0073",2019-03-19 11:55:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 11:55","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.29","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"498","E3S811101553","EL0319B0073",2019-03-19 11:55:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 11:55","Total Phosphorus","7723-14-0",NA,"0.114","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"499","E3S811101553","EL0319B0073",2019-03-19 11:55:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 11:55","Total Kjeldahl Nitrogen","TKN",NA,"0.5","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"500","E3S811101553","EL0319B0073",2019-03-19 11:55:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 11:55","Dissolved ortho-Phosphate","14265-44-2",NA,"0.067","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"501","E3S81031544","EL0319B0074",2019-03-19 12:20:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 12:20","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.28","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"502","E3S81031544","EL0319B0074",2019-03-19 12:20:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 12:20","Total Phosphorus","7723-14-0",NA,"0.1","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"503","E3S81031544","EL0319B0074",2019-03-19 12:20:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 12:20","Total Kjeldahl Nitrogen","TKN",NA,"0.441","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"504","E3S81031544","EL0319B0074",2019-03-19 12:20:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 12:20","Dissolved ortho-Phosphate","14265-44-2",NA,"0.069","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"505","E3S80462003","EL0319B0087",2019-03-19 12:20:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 12:20","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.29","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"506","E3S80462003","EL0319B0087",2019-03-19 12:20:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 12:20","Total Phosphorus","7723-14-0",NA,"0.07","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"507","E3S80462003","EL0319B0087",2019-03-19 12:20:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 12:20","Total Kjeldahl Nitrogen","TKN",NA,"0.3","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"508","E3S80462003","EL0319B0087",2019-03-19 12:20:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 12:20","Dissolved ortho-Phosphate","14265-44-2",NA,"0.064","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"509","E3S81051544","EL0319B0075",2019-03-19 12:35:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 12:35","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.28","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"510","E3S81051544","EL0319B0075",2019-03-19 12:35:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 12:35","Total Phosphorus","7723-14-0",NA,"0.217","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"511","E3S81051544","EL0319B0075",2019-03-19 12:35:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 12:35","Total Kjeldahl Nitrogen","TKN",NA,"0.4","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"512","E3S81051544","EL0319B0075",2019-03-19 12:35:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 12:35","Dissolved ortho-Phosphate","14265-44-2",NA,"0.069","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"513","E3S804102007","EL0319B0085",2019-03-19 12:58:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 12:58","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.28","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"514","E3S804102007","EL0319B0085",2019-03-19 12:58:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 12:58","Total Phosphorus","7723-14-0",NA,"0.09","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"515","E3S804102007","EL0319B0085",2019-03-19 12:58:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 12:58","Total Kjeldahl Nitrogen","TKN",NA,"0.3","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"516","E3S804102007","EL0319B0085",2019-03-19 12:58:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 12:58","Dissolved ortho-Phosphate","14265-44-2",NA,"0.074","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"517","E3S80482010","EL0319B0084",2019-03-19 13:11:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 13:11","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.29","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"518","E3S80482010","EL0319B0084",2019-03-19 13:11:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 13:11","Total Phosphorus","7723-14-0",NA,"0.1","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"519","E3S80482010","EL0319B0084",2019-03-19 13:11:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 13:11","Total Kjeldahl Nitrogen","TKN",NA,"0.3","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"520","E3S80482010","EL0319B0084",2019-03-19 13:11:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 13:11","Dissolved ortho-Phosphate","14265-44-2",NA,"0.068","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"521","E3S811920110","EL0319B0068",2019-03-19 13:45:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 13:45","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.76","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"522","E3S811920110","EL0319B0068",2019-03-19 13:45:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 13:45","Total Phosphorus","7723-14-0",NA,"0.27","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"523","E3S811920110","EL0319B0068",2019-03-19 13:45:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 13:45","Total Kjeldahl Nitrogen","TKN",NA,"1.1","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"524","E3S811920110","EL0319B0068",2019-03-19 13:45:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 13:45","Dissolved ortho-Phosphate","14265-44-2",NA,"0.133","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"525","E3S81182017","EL0319B0069",2019-03-19 13:57:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 13:57","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.745","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"526","E3S81182017","EL0319B0069",2019-03-19 13:57:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 13:57","Total Phosphorus","7723-14-0",NA,"0.309","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"527","E3S81182017","EL0319B0069",2019-03-19 13:57:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 13:57","Total Kjeldahl Nitrogen","TKN",NA,"1","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"528","E3S81182017","EL0319B0069",2019-03-19 13:57:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 13:57","Dissolved ortho-Phosphate","14265-44-2",NA,"0.139","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"529","B9S80241522","EL0319B0083",2019-03-19 13:57:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 13:57","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.36","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"530","B9S80241522","EL0319B0083",2019-03-19 13:57:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 13:57","Total Phosphorus","7723-14-0",NA,"0.07","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"531","B9S80241522","EL0319B0083",2019-03-19 13:57:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 13:57","Total Kjeldahl Nitrogen","TKN",NA,"0.4","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"532","B9S80241522","EL0319B0083",2019-03-19 13:57:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 13:57","Dissolved ortho-Phosphate","14265-44-2",NA,"0.068","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"533","E3S811720110","EL0319B0070",2019-03-19 14:10:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 14:10","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.8","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"534","E3S811720110","EL0319B0070",2019-03-19 14:10:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 14:10","Total Phosphorus","7723-14-0",NA,"0.32","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"535","E3S811720110","EL0319B0070",2019-03-19 14:10:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 14:10","Total Kjeldahl Nitrogen","TKN",NA,"1.03","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"536","E3S811720110","EL0319B0070",2019-03-19 14:10:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 14:10","Dissolved ortho-Phosphate","14265-44-2",NA,"0.169","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"537","B9S80221524","EL0319B0082",2019-03-19 15:56:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 15:56","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.374","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"538","B9S80221524","EL0319B0082",2019-03-19 15:56:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 15:56","Total Phosphorus","7723-14-0",NA,"0.09","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"539","B9S80221524","EL0319B0082",2019-03-19 15:56:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 15:56","Total Kjeldahl Nitrogen","TKN",NA,"0.4","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"540","B9S80221524","EL0319B0082",2019-03-19 15:56:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 15:56","Dissolved ortho-Phosphate","14265-44-2",NA,"0.069","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"541","B9S80231523","EL0319B0081",2019-03-19 16:27:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 16:27","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.36","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"542","B9S80231523","EL0319B0081",2019-03-19 16:27:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 16:27","Total Phosphorus","7723-14-0",NA,"0.08","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"543","B9S80231523","EL0319B0081",2019-03-19 16:27:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 16:27","Total Kjeldahl Nitrogen","TKN",NA,"0.4","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"544","B9S80231523","EL0319B0081",2019-03-19 16:27:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 16:27","Dissolved ortho-Phosphate","14265-44-2",NA,"0.071","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"545","E3S80462005","EL0319B0086",2019-03-19 16:38:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 16:38","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.29","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"546","E3S80462005","EL0319B0086",2019-03-19 16:38:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 16:38","Total Phosphorus","7723-14-0",NA,"0.07","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"547","E3S80462005","EL0319B0086",2019-03-19 16:38:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 16:38","Total Kjeldahl Nitrogen","TKN",NA,"0.2","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"548","E3S80462005","EL0319B0086",2019-03-19 16:38:00,"0311","1000 - Non-Public, Review Status Unknown","03/19/2019 16:38","Dissolved ortho-Phosphate","14265-44-2",NA,"0.064","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"549","Blank; Equipment (ID:47718","EL0319B0092",2019-03-19 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","E3S81071545","EL0319B0126",2019-03-26 08:48:00,"0311","1000 - Non-Public, Review Status Unknown","03/26/2019 08:48","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.27","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"551","E3S81071545","EL0319B0126",2019-03-26 08:48:00,"0311","1000 - Non-Public, Review Status Unknown","03/26/2019 08:48","Total Phosphorus","7723-14-0",NA,"0.109","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"552","E3S81071545","EL0319B0126",2019-03-26 08:48:00,"0311","1000 - Non-Public, Review Status Unknown","03/26/2019 08:48","Total Kjeldahl Nitrogen","TKN",NA,"0.5","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"553","E3S81071545","EL0319B0126",2019-03-26 08:48:00,"0311","1000 - Non-Public, Review Status Unknown","03/26/2019 08:48","Dissolved ortho-Phosphate","14265-44-2",NA,"0.063","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"554","E3S81031544","EL0319B0124",2019-03-26 09:40:00,"0311","1000 - Non-Public, Review Status Unknown","03/26/2019 09:40","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.23","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"555","E3S81031544","EL0319B0124",2019-03-26 09:40:00,"0311","1000 - Non-Public, Review Status Unknown","03/26/2019 09:40","Total Phosphorus","7723-14-0",NA,"0.13","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"556","E3S81031544","EL0319B0124",2019-03-26 09:40:00,"0311","1000 - Non-Public, Review Status Unknown","03/26/2019 09:40","Total Kjeldahl Nitrogen","TKN",NA,"0.6","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"557","E3S81031544","EL0319B0124",2019-03-26 09:40:00,"0311","1000 - Non-Public, Review Status Unknown","03/26/2019 09:40","Dissolved ortho-Phosphate","14265-44-2",NA,"0.07","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"558","E3S81051544","EL0319B0125",2019-03-26 10:23:00,"0311","1000 - Non-Public, Review Status Unknown","03/26/2019 10:23","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.246","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"559","E3S81051544","EL0319B0125",2019-03-26 10:23:00,"0311","1000 - Non-Public, Review Status Unknown","03/26/2019 10:23","Total Phosphorus","7723-14-0",NA,"0.13","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"560","E3S81051544","EL0319B0125",2019-03-26 10:23:00,"0311","1000 - Non-Public, Review Status Unknown","03/26/2019 10:23","Total Kjeldahl Nitrogen","TKN",NA,"0.6","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"561","E3S81051544","EL0319B0125",2019-03-26 10:23:00,"0311","1000 - Non-Public, Review Status Unknown","03/26/2019 10:23","Dissolved ortho-Phosphate","14265-44-2",NA,"0.068","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
