"","Station Number","Sample Code","CollectionDate","Data Owner","Data Status","Collection Date","Analyte","CAS Reg Number","Lab Dup","Result","Rpt Limit","Units","Method","Depth","Matrix","Sample Type","Parent Sample","Description","Notes","Result Rejected"
"169","E380192066","EL0320B0194",2020-03-05 10:12:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 10:12","Total Phosphorus","7723-14-0",NA,"0.09","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"170","E380192066","EL0320B0194",2020-03-05 10:12:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 10:12","Total Kjeldahl Nitrogen","TKN",NA,"0.7","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"171","E380192066","EL0320B0194",2020-03-05 10:12:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 10:12","Dissolved ortho-Phosphate","14265-44-2",NA,"0.075","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"172","E381132007","EL0320B0215",2020-03-05 10:15:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 10:15","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.497","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"173","E381132007","EL0320B0215",2020-03-05 10:15:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 10:15","Total Phosphorus","7723-14-0",NA,"0.104","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"174","E381132007","EL0320B0215",2020-03-05 10:15:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 10:15","Total Kjeldahl Nitrogen","TKN",NA,"0.5","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"175","E381132007","EL0320B0215",2020-03-05 10:15:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 10:15","Dissolved ortho-Phosphate","14265-44-2",NA,"0.052","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"176","E381112008","EL0320B0216",2020-03-05 10:27:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 10:27","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.49","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"177","E381112008","EL0320B0216",2020-03-05 10:27:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 10:27","Total Phosphorus","7723-14-0",NA,"0.09","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"178","E381112008","EL0320B0216",2020-03-05 10:27:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 10:27","Total Kjeldahl Nitrogen","TKN",NA,"0.5","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"179","E381112008","EL0320B0216",2020-03-05 10:27:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 10:27","Dissolved ortho-Phosphate","14265-44-2",NA,"0.055","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"180","E380782056","EL0320B0217",2020-03-05 11:19:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 11:19","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.52","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"181","E380782056","EL0320B0217",2020-03-05 11:19:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 11:19","Total Phosphorus","7723-14-0",NA,"0.07","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"182","E380782056","EL0320B0217",2020-03-05 11:19:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 11:19","Total Kjeldahl Nitrogen","TKN",NA,"0.4","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"183","E380782056","EL0320B0217",2020-03-05 11:19:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 11:19","Dissolved ortho-Phosphate","14265-44-2",NA,"0.061","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"184","E380782055","EL0320B0218",2020-03-05 11:38:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 11:38","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.52","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"185","E380782055","EL0320B0218",2020-03-05 11:38:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 11:38","Total Phosphorus","7723-14-0",NA,"0.109","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"186","E380782055","EL0320B0218",2020-03-05 11:38:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 11:38","Total Kjeldahl Nitrogen","TKN",NA,"0.4","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"187","E380782055","EL0320B0218",2020-03-05 11:38:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 11:38","Dissolved ortho-Phosphate","14265-44-2",NA,"0.092","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"188","E380481565","EL0320B0199",2020-03-05 11:41:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 11:41","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.52","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"189","E380481565","EL0320B0199",2020-03-05 11:41:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 11:41","Total Phosphorus","7723-14-0",NA,"0.09","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"190","E380481565","EL0320B0199",2020-03-05 11:41:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 11:41","Total Kjeldahl Nitrogen","TKN",NA,"0.3","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"191","E380481565","EL0320B0199",2020-03-05 11:41:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 11:41","Dissolved ortho-Phosphate","14265-44-2",NA,"0.069","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"192","E380481568","EL0320B0197",2020-03-05 11:41:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 11:41","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.51","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"193","E380481568","EL0320B0197",2020-03-05 11:41:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 11:41","Total Phosphorus","7723-14-0",NA,"0.09","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"194","E380481568","EL0320B0197",2020-03-05 11:41:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 11:41","Total Kjeldahl Nitrogen","TKN",NA,"0.4","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"195","E380481568","EL0320B0197",2020-03-05 11:41:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 11:41","Dissolved ortho-Phosphate","14265-44-2",NA,"0.068","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"196","E3807102052","EL0320B0219",2020-03-05 11:53:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 11:53","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.52","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"197","E3807102052","EL0320B0219",2020-03-05 11:53:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 11:53","Total Phosphorus","7723-14-0",NA,"0.09","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"198","E3807102052","EL0320B0219",2020-03-05 11:53:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 11:53","Total Kjeldahl Nitrogen","TKN",NA,"0.4","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"199","E3807102052","EL0320B0219",2020-03-05 11:53:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 11:53","Dissolved ortho-Phosphate","14265-44-2",NA,"0.063","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"200","E380471567","EL0320B0198",2020-03-05 11:59:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 11:59","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.51","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"201","E380471567","EL0320B0198",2020-03-05 11:59:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 11:59","Total Phosphorus","7723-14-0",NA,"0.09","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"202","E380471567","EL0320B0198",2020-03-05 11:59:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 11:59","Total Kjeldahl Nitrogen","TKN",NA,"0.3","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"203","E380471567","EL0320B0198",2020-03-05 11:59:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 11:59","Dissolved ortho-Phosphate","14265-44-2",NA,"0.072","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"204","B980251521","EL0320B0202",2020-03-05 13:01:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 13:01","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.51","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"205","B980251521","EL0320B0202",2020-03-05 13:01:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 13:01","Total Phosphorus","7723-14-0",NA,"0.09","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"206","B980251521","EL0320B0202",2020-03-05 13:01:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 13:01","Total Kjeldahl Nitrogen","TKN",NA,"0.4","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"207","B980251521","EL0320B0202",2020-03-05 13:01:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 13:01","Dissolved ortho-Phosphate","14265-44-2",NA,"0.064","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"208","B980241519","EL0320B0201",2020-03-05 13:23:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 13:23","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.433","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"209","B980241519","EL0320B0201",2020-03-05 13:23:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 13:23","Total Phosphorus","7723-14-0",NA,"0.09","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"210","B980241519","EL0320B0201",2020-03-05 13:23:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 13:23","Total Kjeldahl Nitrogen","TKN",NA,"0.4","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"211","B980241519","EL0320B0201",2020-03-05 13:23:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 13:23","Dissolved ortho-Phosphate","14265-44-2",NA,"0.06","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"212","B980241515","EL0320B0200",2020-03-05 13:45:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 13:45","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.26","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"213","B980241515","EL0320B0200",2020-03-05 13:45:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 13:45","Total Phosphorus","7723-14-0",NA,"0.07","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"214","B980241515","EL0320B0200",2020-03-05 13:45:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 13:45","Total Kjeldahl Nitrogen","TKN",NA,"0.4","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"215","B980241515","EL0320B0200",2020-03-05 13:45:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 13:45","Dissolved ortho-Phosphate","14265-44-2",NA,"0.056","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"216","B980241491","EL0320B0203",2020-03-05 14:51:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 14:51","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.36","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"217","B980241491","EL0320B0203",2020-03-05 14:51:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 14:51","Total Phosphorus","7723-14-0",NA,"0.08","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"218","B980241491","EL0320B0203",2020-03-05 14:51:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 14:51","Total Kjeldahl Nitrogen","TKN",NA,"0.4","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"219","B980241491","EL0320B0203",2020-03-05 14:51:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 14:51","Dissolved ortho-Phosphate","14265-44-2",NA,"0.068","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"220","B980261495","EL0320B0204",2020-03-05 15:13:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 15:13","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.39","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"221","B980261495","EL0320B0204",2020-03-05 15:13:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 15:13","Total Phosphorus","7723-14-0",NA,"0.08","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"222","B980261495","EL0320B0204",2020-03-05 15:13:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 15:13","Total Kjeldahl Nitrogen","TKN",NA,"0.4","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"223","B980261495","EL0320B0204",2020-03-05 15:13:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 15:13","Dissolved ortho-Phosphate","14265-44-2",NA,"0.064","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"224","B980251499","EL0320B0205",2020-03-05 15:32:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 15:32","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.39","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"225","B980251499","EL0320B0205",2020-03-05 15:32:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 15:32","Total Phosphorus","7723-14-0",NA,"0.07","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"226","B980251499","EL0320B0205",2020-03-05 15:32:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 15:32","Total Kjeldahl Nitrogen","TKN",NA,"0.376","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"227","B980251499","EL0320B0205",2020-03-05 15:32:00,"0311","1000 - Non-Public, Review Status Unknown","03/05/2020 15:32","Dissolved ortho-Phosphate","14265-44-2",NA,"0.064","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"228","E2S800102306","EL0320B0221",2020-03-06 07:00:00,"0311","1000 - Non-Public, Review Status Unknown","03/06/2020 07:00","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.36","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"229","E2S800102306","EL0320B0221",2020-03-06 07:00:00,"0311","1000 - Non-Public, Review Status Unknown","03/06/2020 07:00","Total Phosphorus","7723-14-0",NA,"0.14","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"230","E2S800102306","EL0320B0221",2020-03-06 07:00:00,"0311","1000 - Non-Public, Review Status Unknown","03/06/2020 07:00","Total Kjeldahl Nitrogen","TKN",NA,"0.4","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"231","E2S800102306","EL0320B0221",2020-03-06 07:00:00,"0311","1000 - Non-Public, Review Status Unknown","03/06/2020 07:00","Dissolved ortho-Phosphate","14265-44-2",NA,"0.092","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"232","E380751331","EL0320B0212",2020-03-06 11:00:00,"0311","1000 - Non-Public, Review Status Unknown","03/06/2020 11:00","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.624","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"233","E380751331","EL0320B0212",2020-03-06 11:00:00,"0311","1000 - Non-Public, Review Status Unknown","03/06/2020 11:00","Total Phosphorus","7723-14-0",NA,"0.124","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"234","E380751331","EL0320B0212",2020-03-06 11:00:00,"0311","1000 - Non-Public, Review Status Unknown","03/06/2020 11:00","Total Kjeldahl Nitrogen","TKN",NA,"1.3","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"235","E380751331","EL0320B0212",2020-03-06 11:00:00,"0311","1000 - Non-Public, Review Status Unknown","03/06/2020 11:00","Dissolved ortho-Phosphate","14265-44-2",NA,"<0.05","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"236","E480751332","EL0320B0213",2020-03-06 11:30:00,"0311","1000 - Non-Public, Review Status Unknown","03/06/2020 11:30","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.56","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"237","E480751332","EL0320B0213",2020-03-06 11:30:00,"0311","1000 - Non-Public, Review Status Unknown","03/06/2020 11:30","Total Phosphorus","7723-14-0",NA,"0.111","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"238","E480751332","EL0320B0213",2020-03-06 11:30:00,"0311","1000 - Non-Public, Review Status Unknown","03/06/2020 11:30","Total Kjeldahl Nitrogen","TKN",NA,"0.9","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"239","E480751332","EL0320B0213",2020-03-06 11:30:00,"0311","1000 - Non-Public, Review Status Unknown","03/06/2020 11:30","Dissolved ortho-Phosphate","14265-44-2",NA,"<0.05","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"240","B980251499","EL0320B0235",2020-03-10 09:23:00,"0311","1000 - Non-Public, Review Status Unknown","03/10/2020 09:23","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.34","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"241","B980251499","EL0320B0235",2020-03-10 09:23:00,"0311","1000 - Non-Public, Review Status Unknown","03/10/2020 09:23","Total Phosphorus","7723-14-0",NA,"0.08","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"242","B980251499","EL0320B0235",2020-03-10 09:23:00,"0311","1000 - Non-Public, Review Status Unknown","03/10/2020 09:23","Total Kjeldahl Nitrogen","TKN",NA,"0.4","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"243","B980251499","EL0320B0235",2020-03-10 09:23:00,"0311","1000 - Non-Public, Review Status Unknown","03/10/2020 09:23","Dissolved ortho-Phosphate","14265-44-2",NA,"0.06","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"244","B980261495","EL0320B0234",2020-03-10 10:11:00,"0311","1000 - Non-Public, Review Status Unknown","03/10/2020 10:11","Dissolved Ammonia","7664-41-7","Y","<0.05","0.05","mg/L as N","EPA 350.1 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"245","B980261495","EL0320B0234",2020-03-10 10:11:00,"0311","1000 - Non-Public, Review Status Unknown","03/10/2020 10:11","Dissolved Ammonia","7664-41-7",NA,"<0.05","0.05","mg/L as N","EPA 350.1 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"246","B980261495","EL0320B0234",2020-03-10 10:11:00,"0311","1000 - Non-Public, Review Status Unknown","03/10/2020 10:11","Dissolved Nitrate + Nitrite","NO3+NO2","Y","0.29","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"247","B980261495","EL0320B0234",2020-03-10 10:11:00,"0311","1000 - Non-Public, Review Status Unknown","03/10/2020 10:11","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.29","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"248","B980261495","EL0320B0234",2020-03-10 10:11:00,"0311","1000 - Non-Public, Review Status Unknown","03/10/2020 10:11","Total Phosphorus","7723-14-0",NA,"0.07","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"249","B980261495","EL0320B0234",2020-03-10 10:11:00,"0311","1000 - Non-Public, Review Status Unknown","03/10/2020 10:11","Total Kjeldahl Nitrogen","TKN",NA,"0.4","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"250","B980261495","EL0320B0234",2020-03-10 10:11:00,"0311","1000 - Non-Public, Review Status Unknown","03/10/2020 10:11","Dissolved ortho-Phosphate","14265-44-2",NA,"0.062","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"251","B980261495","EL0320B0234",2020-03-10 10:11:00,"0311","1000 - Non-Public, Review Status Unknown","03/10/2020 10:11","Dissolved ortho-Phosphate","14265-44-2","Y","0.061","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"252","E380782056","EL0320B0247",2020-03-10 10:30:00,"0311","1000 - Non-Public, Review Status Unknown","03/10/2020 10:30","Dissolved Nitrate + Nitrite","NO3+NO2",NA,"0.55","0.05","mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"253","E380782056","EL0320B0247",2020-03-10 10:30:00,"0311","1000 - Non-Public, Review Status Unknown","03/10/2020 10:30","Total Phosphorus","7723-14-0",NA,"0.155","0.01","mg/L as P","EPA 365.4 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"254","E380782056","EL0320B0247",2020-03-10 10:30:00,"0311","1000 - Non-Public, Review Status Unknown","03/10/2020 10:30","Total Kjeldahl Nitrogen","TKN",NA,"1.3","0.1","mg/L as N","EPA 351.2 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"255","E380782056","EL0320B0247",2020-03-10 10:30:00,"0311","1000 - Non-Public, Review Status Unknown","03/10/2020 10:30","Dissolved ortho-Phosphate","14265-44-2",NA,"<0.05","0.05","mg/L as P","EPA 365.1 DWR Modified [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
"256","B980241491","EL0320B0233",2020-03-10 11:08:00,"0311","1000 - Non-Public, Review Status Unknown","03/10/2020 11:08","Dissolved Ammonia","7664-41-7",NA,"<0.05","0.05","mg/L as N","EPA 350.1 (DWR Modified) [1]*","1 Feet","Water, Natural","Normal Sample","0",NA,NA,"N"
