station_id,station_name,full_station_name,station_number,station_type,latitude,longitude,county_name,sample_count,sample_date_min,sample_date_max
47023,Frank Sieferman,Frank Sieferman New Well,01N01E01A001M,Groundwater,33.00000000,-121.00000000,Yolo,1,2008-06-23T15:00:00,2008-06-23T15:00:00
6134,01N01E33K001M,01N01E33K001M,01N01E33K001M,Groundwater,37.88680000,-121.86820000,Contra Costa,1,1981-05-20T13:45:00,1981-05-20T13:45:00
6135,01N01W03N001M,01N01W03N001M,01N01W03N001M,Groundwater,37.95830000,-121.96690000,Contra Costa,9,1974-07-23T15:15:00,1990-08-16T12:15:00
6136,01N01W04A001M,01N01W04A001M,01N01W04A001M,Groundwater,37.96630000,-121.97340000,Contra Costa,9,1972-08-04T15:00:00,1989-09-15T08:00:00
6137,01N01W07K001M,01N01W07K001M,01N01W07K001M,Groundwater,37.94600000,-122.01550000,Contra Costa,9,1973-08-03T09:30:00,1989-09-15T09:15:00
6138,01N01W12K001H,01N01W12K001H,01N01W12K001H,Groundwater,40.47620000,-124.12590000,Humboldt,1,1973-07-05T00:00:00,1973-07-05T00:00:00
6139,01N01W12L001H,01N01W12L001H,01N01W12L001H,Groundwater,40.47620000,-124.13070000,Humboldt,1,1973-07-05T00:00:00,1973-07-05T00:00:00
6140,01N01W29G001M,01N01W29G001M,01N01W29G001M,Groundwater,37.90490000,-121.99630000,Contra Costa,10,1972-08-04T12:15:00,1990-08-16T13:30:00
6141,01N02E01F001M,01N02E01F001M,01N02E01F001M,Groundwater,37.96270000,-121.70810000,Contra Costa,1,1979-05-01T00:00:00,1979-05-01T00:00:00
6143,01N02E03K001M,01N02E03K001M,01N02E03K001M,Groundwater,37.95910000,-121.74010000,Contra Costa,1,1979-05-01T00:00:00,1979-05-01T00:00:00
6144,01N02E13H001M,01N02E13H001M,01N02E13H001M,Groundwater,37.93380000,-121.69890000,Contra Costa,7,1974-07-19T10:30:00,1988-07-15T10:30:00
6145,01N02E23N001M,01N02E23N001M,01N02E23N001M,Groundwater,37.91210000,-121.73100000,Contra Costa,2,1979-05-01T00:00:00,1982-06-14T15:50:00
6146,01N02E24M001M,01N02E24M001M,01N02E24M001M,Groundwater,37.91570000,-121.71270000,Contra Costa,1,1982-06-15T09:30:00,1982-06-15T09:30:00
6147,01N02E24R002M,01N02E24R002M,01N02E24R002M,Groundwater,37.91210000,-121.69890000,Contra Costa,1,1982-06-15T10:15:00,1982-06-15T10:15:00
6148,01N02E25F001M,01N02E25F001M,01N02E25F001M,Groundwater,37.90490000,-121.70810000,Contra Costa,1,1979-05-01T00:00:00,1979-05-01T00:00:00
6149,01N02E25G001M,01N02E25G001M,01N02E25G001M,Groundwater,37.90490000,-121.70350000,Contra Costa,3,1980-11-19T11:50:00,1982-06-02T12:00:00
6150,01N02E26H001M,01N02E26H001M,01N02E26H001M,Groundwater,37.90490000,-121.71720000,Contra Costa,2,1980-11-19T11:15:00,1981-05-07T15:30:00
6151,01N02E35F001M,01N02E35F001M,01N02E35F001M,Groundwater,37.89040000,-121.72640000,Contra Costa,2,1980-11-19T09:45:00,1981-05-07T13:45:00
6152,01N02W05A002S,01N02W05A002S,01N02W05A002S,Groundwater,34.20560000,-117.10510000,San Bernardino,4,1953-05-20T00:00:00,1956-08-27T00:00:00
6153,01N02W05D001S,01N02W05D001S,01N02W05D001S,Groundwater,34.20560000,-117.11830000,San Bernardino,1,1954-08-31T00:00:00,1954-08-31T00:00:00
6154,01N02W05D002S,01N02W05D002S,01N02W05D002S,Groundwater,34.20560000,-117.11830000,San Bernardino,1,1954-08-26T00:00:00,1954-08-26T00:00:00
6155,01N02W11N001M,01N02W11N001M,01N02W11N001M,Groundwater,37.93990000,-122.05770000,Contra Costa,5,1971-08-04T15:45:00,1979-08-09T10:30:00
6156,01N02W11N002M,01N02W11N002M,01N02W11N002M,Groundwater,37.94100000,-122.06040000,Contra Costa,1,1981-07-22T09:15:00,1981-07-22T09:15:00
6157,01N02W13P001M,01N02W13P001M,01N02W13P001M,Groundwater,37.92800000,-122.03580000,Contra Costa,6,1972-08-04T12:50:00,1982-12-02T10:50:00
6158,01N02W15Q001S,01N02W15Q001S,01N02W15Q001S,Groundwater,34.16580000,-117.07460000,San Bernardino,1,1954-09-07T00:00:00,1954-09-07T00:00:00
6159,01N02W16K001S,01N02W16K001S,01N02W16K001S,Groundwater,34.16940000,-117.09210000,San Bernardino,1,1954-09-07T00:00:00,1954-09-07T00:00:00
6160,01N02W17A001S,01N02W17A001S,01N02W17A001S,Groundwater,34.17660000,-117.10510000,San Bernardino,1,1954-07-03T00:00:00,1954-07-03T00:00:00
6161,01N02W17G001S,01N02W17G001S,01N02W17G001S,Groundwater,34.17300000,-117.10950000,San Bernardino,1,1954-09-03T00:00:00,1954-09-03T00:00:00
6162,01N02W18G001S,01N02W18G001S,01N02W18G001S,Groundwater,34.17300000,-117.12700000,San Bernardino,1,1954-09-03T00:00:00,1954-09-03T00:00:00
6163,01N02W30B001S,01N02W30B001S,01N02W30B001S,Groundwater,34.14760000,-117.12700000,San Bernardino,1,1971-09-15T00:00:00,1971-09-15T00:00:00
6164,01N02W34P001S,01N02W34P001S,01N02W34P001S,Groundwater,34.12240000,-117.07900000,San Bernardino,2,1931-04-12T00:00:00,1949-02-08T00:00:00
6165,01N03E06N001M,01N03E06N001M,01N03E06N001M,Groundwater,37.95550000,-121.69440000,Contra Costa,1,1987-10-19T00:00:00,1987-10-19T00:00:00
6166,01N03E06N002M,01N03E06N002M,01N03E06N002M,Groundwater,37.95550000,-121.69440000,Contra Costa,1,1988-05-05T00:00:00,1988-05-05T00:00:00
6167,01N03E09E001M,01N03E09E001M,01N03E09E001M,Groundwater,37.94820000,-121.65780000,Contra Costa,1,1979-05-02T00:00:00,1979-05-02T00:00:00
6168,01N03E13C001M,01N03E13C001M,01N03E13C001M,Groundwater,37.93740000,-121.59830000,Contra Costa,1,1979-05-02T00:00:00,1979-05-02T00:00:00
6169,01N03E17E001M,01N03E17E001M,01N03E17E001M,Groundwater,37.93350000,-121.67470000,Contra Costa,9,1973-08-09T15:00:00,1989-09-14T11:20:00
6170,01N03E18D001M,01N03E18D001M,01N03E18D001M,Groundwater,37.93740000,-121.69440000,Contra Costa,1,1981-09-17T00:00:00,1981-09-17T00:00:00
6171,01N03E18G001M,01N03E18G001M,01N03E18G001M,Groundwater,37.93380000,-121.68520000,Contra Costa,1,1979-05-02T00:00:00,1979-05-02T00:00:00
6172,01N03E25C001M,01N03E25C001M,01N03E25C001M,Groundwater,37.90850000,-121.59830000,Contra Costa,1,1979-05-01T00:00:00,1979-05-01T00:00:00
6173,01N03E26C002M,01N03E26C002M,01N03E26C002M,Groundwater,37.90850000,-121.61660000,Contra Costa,1,1980-11-20T16:30:00,1980-11-20T16:30:00
6174,01N03E27Q003M,01N03E27Q003M,01N03E27Q003M,Groundwater,37.89770000,-121.63030000,Contra Costa,2,1980-11-19T16:00:00,1981-05-07T17:30:00
6175,01N03E27R001M,01N03E27R001M,01N03E27R001M,Groundwater,37.89770000,-121.62570000,Contra Costa,1,1979-05-01T00:00:00,1979-05-01T00:00:00
6176,01N03E28Q001M,01N03E28Q001M,01N03E28Q001M,Groundwater,37.89770000,-121.64860000,Contra Costa,2,1980-11-19T13:00:00,1981-05-26T00:00:00
6177,01N03E29Q001M,01N03E29Q001M,01N03E29Q001M,Groundwater,37.89770000,-121.66690000,Contra Costa,3,1980-11-19T18:30:00,1982-06-02T14:40:00
6178,01N03E30L001M,01N03E30L001M,01N03E30L001M,Groundwater,37.90130000,-121.68980000,Contra Costa,3,1979-05-02T00:00:00,1981-05-15T11:14:00
6179,01N03E30L002M,01N03E30L002M,01N03E30L002M,Groundwater,37.90130000,-121.68980000,Contra Costa,1,1982-06-14T14:00:00,1982-06-14T14:00:00
6180,01N03E30M001M,01N03E30M001M,01N03E30M001M,Groundwater,37.90130000,-121.69440000,Contra Costa,1,1982-06-14T15:00:00,1982-06-14T15:00:00
6181,01N03E31C001M,01N03E31C001M,01N03E31C001M,Groundwater,37.89400000,-121.68980000,Contra Costa,3,1980-11-19T17:25:00,1982-06-02T13:20:00
6182,01N03E31J001M,01N03E31J001M,01N03E31J001M,Groundwater,37.88680000,-121.68060000,Contra Costa,1,1982-06-11T13:00:00,1982-06-11T13:00:00
6183,01N03E32C001M,01N03E32C001M,01N03E32C001M,Groundwater,37.89400000,-121.67150000,Contra Costa,2,1980-11-18T13:45:00,1981-05-07T17:10:00
6184,01N03E33J001M,01N03E33J001M,01N03E33J001M,Groundwater,37.88680000,-121.64400000,Contra Costa,3,1980-11-20T10:35:00,1982-06-10T14:45:00
6185,01N03E34A001M,01N03E34A001M,01N03E34A001M,Groundwater,37.89400000,-121.62570000,Contra Costa,3,1980-11-20T11:05:00,1982-06-02T15:45:00
6186,01N03E35N001M,01N03E35N001M,01N03E35N001M,Groundwater,37.88320000,-121.62120000,Contra Costa,2,1980-11-20T15:15:00,1981-05-26T13:50:00
6187,01N03W01C001S,01N03W01C001S,01N03W01C001S,Groundwater,34.20560000,-117.14890000,San Bernardino,1,1954-08-31T00:00:00,1954-08-31T00:00:00
6189,01N03W11A001S,01N03W11A001S,01N03W11A001S,Groundwater,34.19110000,-117.15760000,San Bernardino,1,1954-08-31T00:00:00,1954-08-31T00:00:00
6190,01N03W12Q001S,01N03W12Q001S,01N03W12Q001S,Groundwater,34.18030000,-117.14450000,San Bernardino,1,1954-09-02T00:00:00,1954-09-02T00:00:00
6191,01N03W19M002S,01N03W19M002S,01N03W19M002S,Groundwater,34.15490000,-117.24060000,San Bernardino,2,1949-01-04T00:00:00,1953-07-02T00:00:00
6192,01N03W19M003S,01N03W19M003S,01N03W19M003S,Groundwater,34.15490000,-117.24060000,San Bernardino,2,1949-01-04T00:00:00,1953-07-02T00:00:00
6193,01N03W21G001S,01N03W21G001S,01N03W21G001S,Groundwater,34.15850000,-117.19690000,San Bernardino,1,1954-09-28T00:00:00,1954-09-28T00:00:00
6194,01N03W22K001S,01N03W22K001S,01N03W22K001S,Groundwater,34.15490000,-117.17940000,San Bernardino,1,1954-09-28T00:00:00,1954-09-28T00:00:00
6195,01N03W22M001S,01N03W22M001S,01N03W22M001S,Groundwater,34.15490000,-117.18820000,San Bernardino,1,1954-09-28T00:00:00,1954-09-28T00:00:00
6196,01N03W27N001S,01N03W27N001S,01N03W27N001S,Groundwater,34.13560000,-117.19120000,San Bernardino,12,1947-06-09T00:00:00,1969-05-16T14:45:00
6197,01N03W27N002S,01N03W27N002S,01N03W27N002S,Groundwater,34.13680000,-117.18820000,San Bernardino,2,1949-01-04T00:00:00,1953-03-18T00:00:00
6198,01N03W27N005S,01N03W27N005S,01N03W27N005S,Groundwater,34.13680000,-117.18820000,San Bernardino,2,1930-04-25T00:00:00,1949-01-04T00:00:00
6199,01N03W27N009S,01N03W27N009S,01N03W27N009S,Groundwater,34.13680000,-117.18820000,San Bernardino,1,1951-03-20T00:00:00,1951-03-20T00:00:00
6200,01N03W28H001S,01N03W28H001S,01N03W28H001S,Groundwater,34.14400000,-117.19250000,San Bernardino,1,1958-05-07T00:00:00,1958-05-07T00:00:00
6201,01N03W29G001S,01N03W29G001S,01N03W29G001S,Groundwater,34.14400000,-117.21440000,San Bernardino,1,1949-01-20T00:00:00,1949-01-20T00:00:00
6202,01N03W29H001S,01N03W29H001S,01N03W29H001S,Groundwater,34.14400000,-117.21000000,San Bernardino,1,1960-09-08T00:00:00,1960-09-08T00:00:00
6203,01N03W29H002S,01N03W29H002S,01N03W29H002S,Groundwater,34.14400000,-117.21000000,San Bernardino,1,1949-01-20T00:00:00,1949-01-20T00:00:00
6204,01N03W29M001S,01N03W29M001S,01N03W29M001S,Groundwater,34.14040000,-117.22320000,San Bernardino,5,1948-12-23T00:00:00,1983-08-02T09:00:00
6205,01N03W29M002S,01N03W29M002S,01N03W29M002S,Groundwater,34.14170000,-117.22590000,San Bernardino,11,1983-08-04T06:35:00,1983-08-04T13:20:00
6206,01N03W29M003S,01N03W29M003S,01N03W29M003S,Groundwater,34.14040000,-117.22320000,San Bernardino,3,1983-08-02T06:25:00,1983-08-02T08:30:00
6207,01N03W29N001S,01N03W29N001S,01N03W29N001S,Groundwater,34.13720000,-117.22500000,San Bernardino,14,1983-08-03T07:05:00,1983-08-03T13:55:00
6208,01N03W30J005S,01N03W30J005S,01N03W30J005S,Groundwater,34.14040000,-117.22740000,San Bernardino,1,1989-01-02T10:00:00,1989-01-02T10:00:00
6209,01N03W30N001S,01N03W30N001S,01N03W30N001S,Groundwater,34.13680000,-117.24060000,San Bernardino,2,1960-09-08T00:00:00,1989-01-02T10:00:00
6210,01N03W31B001S,01N03W31B001S,01N03W31B001S,Groundwater,34.13310000,-117.23090000,San Bernardino,2,1949-12-23T00:00:00,1953-03-18T00:00:00
6211,01N03W31K002S,01N03W31K002S,01N03W31K002S,Groundwater,34.12810000,-117.23280000,San Bernardino,16,1948-05-26T00:00:00,1964-06-16T00:00:00
6212,01N03W31L001S,01N03W31L001S,01N03W31L001S,Groundwater,34.12700000,-117.23500000,San Bernardino,3,1926-10-29T00:00:00,1953-02-23T00:00:00
6213,01N03W31L003S,01N03W31L003S,01N03W31L003S,Groundwater,34.12700000,-117.23500000,San Bernardino,2,1965-06-24T00:00:00,1967-05-09T12:10:00
6214,01N03W31M001S,01N03W31M001S,01N03W31M001S,Groundwater,34.12860000,-117.24000000,San Bernardino,6,1947-01-28T00:00:00,1960-06-21T12:30:00
6215,01N03W31Q002S,01N03W31Q002S,01N03W31Q002S,Groundwater,34.12280000,-117.23370000,San Bernardino,3,1931-04-04T00:00:00,1945-01-30T00:00:00
6216,01N03W31Q004S,01N03W31Q004S,01N03W31Q004S,Groundwater,34.12240000,-117.23180000,San Bernardino,2,1944-12-29T00:00:00,1945-01-30T00:00:00
6217,01N03W31Q008S,01N03W31Q008S,01N03W31Q008S,Groundwater,34.12240000,-117.23180000,San Bernardino,2,1951-11-27T00:00:00,1953-02-25T00:00:00
6218,01N03W31R004S,01N03W31R004S,01N03W31R004S,Groundwater,34.12240000,-117.22750000,San Bernardino,2,1944-12-29T00:00:00,1945-01-30T00:00:00
6219,01N03W32B001S,01N03W32B001S,01N03W32B001S,Groundwater,34.13390000,-117.21420000,San Bernardino,3,1949-06-23T00:00:00,1953-05-08T00:00:00
6220,01N03W32C001S,01N03W32C001S,01N03W32C001S,Groundwater,34.13530000,-117.22030000,San Bernardino,16,1932-09-23T00:00:00,1983-08-03T15:25:00
6221,01N03W32C002S,01N03W32C002S,01N03W32C002S,Groundwater,34.13170000,-117.22200000,San Bernardino,1,1983-08-03T14:50:00,1983-08-03T14:50:00
6222,01N03W32N001S,01N03W32N001S,01N03W32N001S,Groundwater,34.12280000,-117.22640000,San Bernardino,7,1931-04-06T00:00:00,1953-05-08T00:00:00
6223,01N03W33M001S,01N03W33M001S,01N03W33M001S,Groundwater,34.12580000,-117.20840000,San Bernardino,21,1948-09-16T00:00:00,1965-06-24T00:00:00
6224,01N03W33M002S,01N03W33M002S,01N03W33M002S,Groundwater,34.12600000,-117.20560000,San Bernardino,13,1931-08-05T00:00:00,1967-05-09T13:15:00
6225,01N03W34H003S,01N03W34H003S,01N03W34H003S,Groundwater,34.12960000,-117.17510000,San Bernardino,1,1961-08-10T00:00:00,1961-08-10T00:00:00
6226,01N03W34P001S,01N03W34P001S,01N03W34P001S,Groundwater,34.12240000,-117.18380000,San Bernardino,1,1954-09-21T00:00:00,1954-09-21T00:00:00
6227,01N04E03N001M,01N04E03N001M,01N04E03N001M,Groundwater,37.95550000,-121.52970000,San Joaquin,15,1954-07-07T09:50:00,1989-06-21T09:00:00
45694,01N04E12X001SS,01N04E12X001SS,01N04E12X001SS,Groundwater,34.18760000,-116.51810000,San Bernardino,1,1952-03-27T15:00:00,1952-03-27T15:00:00
6229,01N04E13P001S,01N04E13P001S,01N04E13P001S,Groundwater,34.16770000,-116.52030000,San Bernardino,2,1978-08-04T00:00:00,1981-02-11T00:00:00
6230,01N04E14N001S,01N04E14N001S,01N04E14N001S,Groundwater,34.16770000,-116.54230000,San Bernardino,1,1956-04-27T00:00:00,1956-04-27T00:00:00
6231,01N04E15F001M,01N04E15F001M,01N04E15F001M,Groundwater,37.93380000,-121.52510000,San Joaquin,2,1954-06-22T00:00:00,1954-07-02T00:00:00
6232,01N04E17K001M,01N04E17K001M,01N04E17K001M,Groundwater,37.93020000,-121.55710000,San Joaquin,2,1954-06-21T00:00:00,1954-07-02T00:00:00
6233,01N04E22J001S,01N04E22J001S,01N04E22J001S,Groundwater,34.15670000,-116.54670000,San Bernardino,4,1976-03-18T00:00:00,1979-12-20T00:00:00
6234,01N04E23M001M,01N04E23M001M,01N04E23M001M,Groundwater,37.91570000,-121.51140000,San Joaquin,2,1954-06-21T00:00:00,1954-07-01T00:00:00
6235,01N04E25K001M,01N04E25K001M,01N04E25K001M,Groundwater,37.90130000,-121.48390000,San Joaquin,3,1976-06-30T00:00:00,1977-04-12T00:00:00
6236,01N04E34H001M,01N04E34H001M,01N04E34H001M,Groundwater,37.89040000,-121.51590000,San Joaquin,5,1977-09-13T00:00:00,1979-10-15T00:00:00
6237,01N04E35R001M,01N04E35R001M,01N04E35R001M,Groundwater,37.88320000,-121.49760000,San Joaquin,9,1978-04-11T00:00:00,1982-05-19T00:00:00
6238,01N04E36A001M,01N04E36A001M,01N04E36A001M,Groundwater,37.89400000,-121.47930000,San Joaquin,1,1975-05-05T00:00:00,1975-05-05T00:00:00
6239,01N04E36K003M,01N04E36K003M,01N04E36K003M,Groundwater,37.88680000,-121.48390000,San Joaquin,9,1975-07-16T00:00:00,1980-04-10T00:00:00
6240,01N04E36N001M,01N04E36N001M,01N04E36N001M,Groundwater,37.88320000,-121.49310000,San Joaquin,3,1976-07-01T00:00:00,1977-04-19T00:00:00
6241,01N04W05L001S,01N04W05L001S,01N04W05L001S,Groundwater,34.19840000,-117.32360000,San Bernardino,1,1960-11-09T00:00:00,1960-11-09T00:00:00
6242,01N04W06B001S,01N04W06B001S,01N04W06B001S,Groundwater,34.20560000,-117.33670000,San Bernardino,1,1968-08-12T08:25:00,1968-08-12T08:25:00
6243,01N04W06H001S,01N04W06H001S,01N04W06H001S,Groundwater,34.20200000,-117.33230000,San Bernardino,8,1932-09-01T00:00:00,1987-03-06T00:00:00
6244,01N04W06H002S,01N04W06H002S,01N04W06H002S,Groundwater,34.20200000,-117.33230000,San Bernardino,2,1982-09-01T00:00:00,1987-03-06T08:00:00
6245,01N04W07F001S,01N04W07F001S,01N04W07F001S,Groundwater,34.18950000,-117.34140000,San Bernardino,9,1951-09-20T00:00:00,1987-03-06T08:00:00
6246,01N04W08M001S,01N04W08M001S,01N04W08M001S,Groundwater,34.18310000,-117.33030000,San Bernardino,5,1946-08-12T00:00:00,1987-03-06T08:00:00
6247,01N04W08P001S,01N04W08P001S,01N04W08P001S,Groundwater,34.17970000,-117.32280000,San Bernardino,3,1982-09-07T00:00:00,1987-03-06T08:00:00
45695,01N04W11F001SS,01N04W11F001SS,01N04W11F001SS,Groundwater,34.18750000,-117.27120000,San Bernardino,2,1931-08-12T00:00:00,1949-02-08T00:00:00
6249,01N04W11F002S,01N04W11F002S,01N04W11F002S,Groundwater,34.18750000,-117.27120000,San Bernardino,1,1963-05-14T00:00:00,1963-05-14T00:00:00
45696,01N04W11H001SS,01N04W11H001SS,01N04W11H001SS,Groundwater,34.18750000,-117.26240000,San Bernardino,3,1930-03-13T00:00:00,1963-05-20T00:00:00
45697,01N04W11H002SS,01N04W11H002SS,01N04W11H002SS,Groundwater,34.18750000,-117.26240000,San Bernardino,3,1949-02-08T00:00:00,1962-09-14T09:00:00
6252,01N04W11H003S,01N04W11H003S,01N04W11H003S,Groundwater,34.18750000,-117.26240000,San Bernardino,3,1963-05-10T13:00:00,1963-05-20T00:00:00
45698,01N04W11J001SS,01N04W11J001SS,01N04W11J001SS,Groundwater,34.18390000,-117.26240000,San Bernardino,3,1930-03-12T00:00:00,1960-06-30T00:00:00
45699,01N04W11J003SS,01N04W11J003SS,01N04W11J003SS,Groundwater,34.18390000,-117.26240000,San Bernardino,1,1949-02-08T00:00:00,1949-02-08T00:00:00
6253,01N04W11JS001S,01N04W11JS001S,01N04W11JS001S,Groundwater,34.18390000,-117.26240000,San Bernardino,1,2012-10-16T00:00:00,2012-10-16T00:00:00
45700,01N04W11L001SS,01N04W11L001SS,01N04W11L001SS,Groundwater,34.18390000,-117.27120000,San Bernardino,2,1962-09-27T14:30:00,1968-02-12T15:30:00
45701,01N04W13M001SS,01N04W13M001SS,01N04W13M001SS,Groundwater,34.16940000,-117.25810000,San Bernardino,2,1932-09-22T00:00:00,1949-01-04T00:00:00
45702,01N04W13M002SS,01N04W13M002SS,01N04W13M002SS,Groundwater,34.16940000,-117.25810000,San Bernardino,2,1949-01-04T00:00:00,1953-03-03T00:00:00
6258,01N04W13N005S,01N04W13N005S,01N04W13N005S,Groundwater,34.16580000,-117.25810000,San Bernardino,1,1968-08-29T13:20:00,1968-08-29T13:20:00
6259,01N04W14C001S,01N04W14C001S,01N04W14C001S,Groundwater,34.17660000,-117.27120000,San Bernardino,2,1949-03-15T00:00:00,1953-04-21T00:00:00
6260,01N04W14J001S,01N04W14J001S,01N04W14J001S,Groundwater,34.16940000,-117.26240000,San Bernardino,2,1950-01-30T00:00:00,1951-12-14T00:00:00
6261,01N04W14J002S,01N04W14J002S,01N04W14J002S,Groundwater,34.16940000,-117.26240000,San Bernardino,2,1950-01-30T00:00:00,1951-12-14T00:00:00
6262,01N04W14J003S,01N04W14J003S,01N04W14J003S,Groundwater,34.16940000,-117.26240000,San Bernardino,2,1950-01-30T00:00:00,1951-12-14T00:00:00
6263,01N04W14R003S,01N04W14R003S,01N04W14R003S,Groundwater,34.16580000,-117.26240000,San Bernardino,2,1950-01-30T00:00:00,1951-12-14T00:00:00
6264,01N04W14R004S,01N04W14R004S,01N04W14R004S,Groundwater,34.16580000,-117.26240000,San Bernardino,2,1950-01-30T00:00:00,1951-12-14T00:00:00
6265,01N04W14R006S,01N04W14R006S,01N04W14R006S,Groundwater,34.16580000,-117.26240000,San Bernardino,2,1950-01-30T00:00:00,1951-12-14T00:00:00
6266,01N04W14R007S,01N04W14R007S,01N04W14R007S,Groundwater,34.16580000,-117.26240000,San Bernardino,2,1950-01-30T00:00:00,1951-12-14T00:00:00
6267,01N04W16E001S,01N04W16E001S,01N04W16E001S,Groundwater,34.17280000,-117.31230000,San Bernardino,30,1931-12-17T00:00:00,1987-03-06T08:00:00
6268,01N04W16E002S,01N04W16E002S,01N04W16E002S,Groundwater,34.17310000,-117.31170000,San Bernardino,2,1982-09-05T00:00:00,1987-03-06T08:00:00
6269,01N04W16E003S,01N04W16E003S,01N04W16E003S,Groundwater,34.17200000,-117.31230000,San Bernardino,5,1969-07-01T00:00:00,1987-03-06T08:00:00
6270,01N04W16E004S,01N04W16E004S,01N04W16E004S,Groundwater,34.17330000,-117.31340000,San Bernardino,3,1982-09-01T00:00:00,1987-03-06T08:00:00
6271,01N04W19H001S,01N04W19H001S,01N04W19H001S,Groundwater,34.15850000,-117.33230000,San Bernardino,1,1973-04-19T00:00:00,1973-04-19T00:00:00
6272,01N04W20M001S,01N04W20M001S,01N04W20M001S,Groundwater,34.15450000,-117.33000000,San Bernardino,6,1951-07-16T00:00:00,1951-10-02T00:00:00
6273,01N04W20N001S,01N04W20N001S,01N04W20N001S,Groundwater,34.15140000,-117.32890000,San Bernardino,9,1951-10-01T00:00:00,1963-06-13T00:00:00
6274,01N04W24A001S,01N04W24A001S,01N04W24A001S,Groundwater,34.16210000,-117.24490000,San Bernardino,1,1952-05-26T00:00:00,1952-05-26T00:00:00
6275,01N04W24A002S,01N04W24A002S,01N04W24A002S,Groundwater,34.16210000,-117.24490000,San Bernardino,1,1952-05-26T00:00:00,1952-05-26T00:00:00
6276,01N04W24B001S,01N04W24B001S,01N04W24B001S,Groundwater,34.16140000,-117.25030000,San Bernardino,1,1949-03-01T00:00:00,1949-03-01T00:00:00
6277,01N04W24C001S,01N04W24C001S,01N04W24C001S,Groundwater,34.16450000,-117.25590000,San Bernardino,7,1952-07-01T00:00:00,1958-01-22T00:00:00
6278,01N04W24D002S,01N04W24D002S,01N04W24D002S,Groundwater,34.16470000,-117.25890000,San Bernardino,1,1951-12-20T00:00:00,1951-12-20T00:00:00
6279,01N04W24F001S,01N04W24F001S,01N04W24F001S,Groundwater,34.15850000,-117.25370000,San Bernardino,5,1950-02-14T00:00:00,1954-04-26T00:00:00
6280,01N04W24H001S,01N04W24H001S,01N04W24H001S,Groundwater,34.15850000,-117.24490000,San Bernardino,2,1958-01-29T00:00:00,1960-08-11T00:00:00
6281,01N04W24H004S,01N04W24H004S,01N04W24H004S,Groundwater,34.15850000,-117.24490000,San Bernardino,1,1950-06-12T00:00:00,1950-06-12T00:00:00
6282,01N04W24H005S,01N04W24H005S,01N04W24H005S,Groundwater,34.15850000,-117.24490000,San Bernardino,1,1958-03-13T00:00:00,1958-03-13T00:00:00
6283,01N04W25A001S,01N04W25A001S,01N04W25A001S,Groundwater,34.14920000,-117.24700000,San Bernardino,4,1959-09-17T00:00:00,1989-01-02T10:00:00
6284,01N04W25C001S,01N04W25C001S,01N04W25C001S,Groundwater,34.14950000,-117.25640000,San Bernardino,2,1949-01-04T00:00:00,1950-04-04T00:00:00
6285,01N04W25C002S,01N04W25C002S,01N04W25C002S,Groundwater,34.14950000,-117.25640000,Riverside,1,1968-04-12T00:00:00,1968-04-12T00:00:00
6286,01N04W25C004S,01N04W25C004S,01N04W25C004S,Groundwater,34.14760000,-117.25370000,San Bernardino,1,1989-01-03T10:30:00,1989-01-03T10:30:00
6287,01N04W25F003S,01N04W25F003S,01N04W25F003S,Groundwater,34.14400000,-117.25370000,San Bernardino,2,1950-04-04T00:00:00,1953-04-07T00:00:00
6288,01N04W25K001S,01N04W25K001S,01N04W25K001S,Groundwater,34.14030000,-117.24890000,San Bernardino,2,1950-04-04T00:00:00,1953-04-07T00:00:00
6289,01N04W25N002S,01N04W25N002S,01N04W25N002S,Groundwater,34.13830000,-117.25780000,San Bernardino,2,1950-04-04T00:00:00,1953-04-07T00:00:00
6290,01N04W25Q001S,01N04W25Q001S,01N04W25Q001S,Groundwater,34.13830000,-117.24950000,San Bernardino,2,1950-04-04T00:00:00,1953-04-07T00:00:00
6291,01N04W25Q003S,01N04W25Q003S,01N04W25Q003S,Groundwater,34.13830000,-117.25200000,San Bernardino,2,1950-04-04T00:00:00,1953-04-07T00:00:00
6292,01N04W26A001S,01N04W26A001S,01N04W26A001S,Groundwater,34.14700000,-117.26370000,San Bernardino,1,1953-02-23T00:00:00,1953-02-23T00:00:00
6293,01N04W26A002S,01N04W26A002S,01N04W26A002S,Groundwater,34.14760000,-117.26240000,San Bernardino,1,1989-01-02T10:00:00,1989-01-02T10:00:00
6294,01N04W26E002S,01N04W26E002S,01N04W26E002S,Groundwater,34.14610000,-117.26890000,San Bernardino,1,1987-03-06T08:00:00,1987-03-06T08:00:00
6295,01N04W26P003S,01N04W26P003S,01N04W26P003S,Groundwater,34.13610000,-117.27340000,San Bernardino,4,1951-05-12T00:00:00,1987-03-06T08:00:00
6296,01N04W27A001S,01N04W27A001S,01N04W27A001S,Groundwater,34.14830000,-117.27980000,San Bernardino,4,1949-11-25T00:00:00,1987-03-06T08:00:00
6297,01N04W27A002S,01N04W27A002S,01N04W27A002S,Groundwater,34.14780000,-117.28060000,San Bernardino,17,1968-07-01T00:00:00,1987-03-06T08:00:00
6298,01N04W27B001S,01N04W27B001S,01N04W27B001S,Groundwater,34.14750000,-117.28730000,San Bernardino,14,1969-07-01T00:00:00,1987-03-06T08:00:00
