Year,Mo,Date,SAC,YOLO,CSMR,MOKE,MISC,SJR,EAST,TOT,CCC,SWP,CVP,NBAQ,EXPORTS,GCD,PREC,MISDV,CD,XGEO,WEST,RIO,OUT,EXPIN,DIVER,EFFEC,EFFDIV,X2
2024,6,2024-06-11,14300,80,186,838,201,2270,3495,17876,193,1691,4207,59,6151,3461,0,0,3461,3269.1,-1636,10142,8264,0.32,54,15606,47,70.68
2024,6,2024-06-12,14400,83,178,659,211,2050,3098,17581,188,1586,4198,56,6028,3503,0,0,3503,3248.5,-1958,10253,8050,0.32,54,15531,48,71.15
2024,6,2024-06-13,14500,86,169,434,218,2230,3051,17636,194,1294,4201,64,5753,3587,0,0,3587,3544,-1490,10037,8296,0.31,53,15406,46,71.57
2024,6,2024-06-14,14700,86,164,347,213,2230,2954,17740,168,1399,4208,60,5835,3626,0,0,3626,5470,232,8301,8279,0.31,53,15510,47,71.96
2024,6,2024-06-15,14300,82,157,317,203,2210,2887,17269,171,1387,4200,56,5815,3692,0,0,3692,6620,1293,6728,7763,0.32,55,15059,48,72.38
2024,6,2024-06-16,14000,78,152,309,200,2390,3051,17128,173,1395,4201,56,5825,3756,0,0,3756,6740,1524,6286,7547,0.32,56,14738,49,72.79
2024,6,2024-06-17,14200,76,149,314,202,2490,3155,17431,177,1398,4287,59,5921,3801,0,0,3801,6690,1454,6522,7709,0.32,56,14941,48,73.17
2024,6,2024-06-18,14100,74,146,310,203,2260,2919,17093,173,797,2705,59,3734,3817,0,0,3817,6800,3504,6305,9542,0.2,44,14833,36,73.39
2024,6,2024-06-19,13900,71,143,315,197,2220,2875,16847,170,1492,2713,58,4434,3864,0,0,3864,6860,2790,6029,8548,0.24,49,14627,42,73.67
2024,6,2024-06-20,13500,71,140,315,215,2550,3220,16791,176,3496,2699,64,6435,3914,0,0,3914,6830,1070,5645,6442,0.36,62,14241,55,74.11
2024,6,2024-06-21,13200,70,139,319,233,2720,3411,16681,183,2389,4237,78,6886,3969,0,0,3969,6630,575,5529,5826,0.39,65,13961,58,74.59
2024,6,2024-06-22,13100,68,135,318,244,2750,3447,16615,178,2190,4223,70,6660,4019,0,0,4019,6430,605,5613,5936,0.38,64,13865,57,75.04
2024,6,2024-06-23,13500,64,130,318,227,2930,3605,17168,177,1887,4213,64,6341,4028,0,0,4028,6500,1145,5936,6799,0.35,60,14238,52,75.37
2024,6,2024-06-24,13900,66,124,318,221,3040,3703,17668,174,1487,4219,66,5946,4086,0,0,4086,6610,1710,6212,7636,0.32,57,14628,48,75.62
2024,6,2024-06-25,13900,70,120,318,232,2860,3530,17500,193,2494,4286,73,7046,4109,0,0,4109,6630,443,6190,6345,0.38,64,14640,57,75.96
2024,6,2024-06-26,13700,80,117,315,244,2740,3416,17196,214,2893,4220,75,7403,4112,0,0,4112,6630,-30,5998,5680,0.41,67,14456,61,76.36
2024,6,2024-06-27,13700,80,114,313,230,2680,3337,17116,214,2000,4218,63,6494,4169,0,0,4169,6640,772,5972,6452,0.36,62,14436,55,76.66
2024,6,2024-06-28,14200,79,112,313,224,2650,3299,17578,209,0,4208,67,4484,4172,0,0,4172,6810,2913,6301,8921,0.23,49,14928,40,76.73
2024,6,2024-06-29,15400,80,110,312,238,2480,3140,18620,208,0,4211,60,4479,4220,0,0,4220,7240,3157,7059,9920,0.22,47,16140,39,76.72
2024,6,2024-06-30,17000,86,108,312,252,2020,2692,19778,209,1492,3758,69,5527,4228,0,0,4228,7770,2187,8132,10023,0.26,49,17758,44,76.71
2024,7,2024-07-01,18400,90,106,106,247,1740,2199,20688,218,3427,3603,65,7313,4230,0,0,4230,8360,495,8945,9144,0.34,56,18948,52,76.76
2024,7,2024-07-02,19100,92,103,66,243,1540,1952,21144,194,6196,3585,73,10047,4201,0,0,4201,8740,-2085,9276,6897,0.46,67,19604,65,76.99
2024,7,2024-07-03,18700,95,100,34,249,1260,1642,20438,192,6675,3587,87,10541,4257,0,0,4257,8700,-2965,8903,5640,0.5,72,19178,71,77.34
2024,7,2024-07-04,17300,98,97,34,260,1160,1551,18949,178,6672,3599,77,10525,4278,0,0,4278,8230,-3525,7970,4146,0.54,78,17789,77,77.87
2024,7,2024-07-05,17800,96,94,33,259,1130,1516,19412,204,5112,3706,81,9103,4340,0,0,4340,2960,-7449,13721,5969,0.45,69,18282,67,78.13
2024,7,2024-07-06,19200,90,90,31,237,1080,1439,20729,212,3293,3893,80,7477,4342,0,0,4342,3070,-5790,15004,8910,0.34,57,19649,55,78.12
2024,7,2024-07-07,19600,82,88,32,233,1150,1504,21186,195,5996,3547,65,9803,4332,0,0,4332,3130,-7985,15339,7051,0.45,67,20036,65,78.26
2024,7,2024-07-08,20000,78,86,31,241,1180,1538,21615,203,5481,3594,67,9346,4326,0,0,4326,3160,-7460,15706,7943,0.42,63,20435,61,78.32
2024,7,2024-07-09,20200,83,83,33,241,1060,1417,21700,214,5996,3591,67,9869,4304,0,0,4304,3170,-8079,15907,7527,0.44,65,20640,64,78.41
2024,7,2024-07-10,20400,86,82,34,252,1030,1398,21884,218,6395,3607,69,10289,4304,0,0,4304,8750,-2939,10531,7291,0.45,67,20854,65,78.51
2024,7,2024-07-11,20300,86,79,33,270,1010,1392,21779,209,5686,3503,64,9462,4334,0,0,4334,8640,-2248,10533,7982,0.42,63,20769,62,78.55
2024,7,2024-07-12,20300,88,78,33,271,933,1316,21704,206,4993,3575,78,8853,4338,0,0,4338,8730,-1627,10443,8512,0.39,61,20771,59,78.54
2024,7,2024-07-13,20200,90,76,34,261,968,1339,21629,212,4987,2741,70,8009,4338,0,0,4338,8760,-730,10315,9281,0.35,57,20661,55,78.49
2024,7,2024-07-14,20200,90,76,34,257,1070,1437,21727,209,4991,2754,64,8018,4350,0,0,4350,8770,-638,10302,9359,0.35,57,20657,55,78.42
2024,7,2024-07-15,20400,83,79,34,258,1110,1481,21964,217,5099,2754,78,8148,4351,0,0,4351,8880,-615,10385,9466,0.36,57,20854,55,78.36
2024,7,2024-07-16,20500,80,80,33,259,990,1363,21942,212,4996,2714,75,7998,4335,0,0,4335,8840,-613,10526,9610,0.35,56,20952,54,78.29
2024,7,2024-07-17,20700,82,77,39,246,936,1298,22080,207,4998,2709,49,7963,4340,0,0,4340,8800,-686,10767,9777,0.35,56,21144,54,78.21
2024,7,2024-07-18,20700,78,74,40,247,934,1295,22073,211,4991,2704,53,7960,4332,0,0,4332,8920,-560,10645,9781,0.35,56,21139,54,78.13
2024,7,2024-07-19,20400,76,73,40,250,905,1268,21744,231,4990,2726,63,8008,4333,0,0,4333,9010,-547,10253,9403,0.35,57,20839,55,78.09
2024,7,2024-07-20,20100,78,72,40,257,896,1265,21444,236,4991,2714,21,7962,4285,0,0,4285,9130,-352,9848,9196,0.36,57,20548,55,78.06
2024,7,2024-07-21,20100,80,69,40,262,971,1342,21522,225,5488,2726,28,8467,4307,0,0,4307,9160,-765,9814,8748,0.38,59,20551,57,78.06
2024,7,2024-07-22,20400,83,69,40,257,1010,1376,21858,216,5491,3478,16,9201,4307,0,0,4307,9130,-1495,10147,8350,0.41,62,20848,60,78.1
2024,7,2024-07-23,20500,81,68,40,253,874,1234,21815,208,5489,3487,15,9199,4287,0,0,4287,9120,-1632,10260,8329,0.41,62,20941,60,78.13
2024,7,2024-07-24,20400,77,66,40,260,811,1177,21654,190,5491,3519,50,9250,4266,0,0,4266,9070,-1776,10212,8138,0.41,62,20843,61,78.18
2024,7,2024-07-25,20400,80,63,39,254,785,1141,21621,185,5495,3505,70,9256,4225,0,0,4225,9120,-1741,10177,8140,0.41,62,20836,61,78.22
2024,7,2024-07-26,20200,82,63,39,248,790,1140,21422,180,5493,3447,69,9189,4227,0,0,4227,9210,-1587,9889,8006,0.41,63,20632,61,78.28
2024,7,2024-07-27,20200,82,61,40,237,800,1138,21421,179,5492,3479,63,9212,4240,0,0,4240,9170,-1659,9925,7969,0.42,63,20621,61,78.33
2024,7,2024-07-28,20200,83,62,40,231,933,1267,21549,181,5490,3471,65,9207,4197,0,0,4197,9050,-1619,10057,8145,0.41,62,20616,60,78.37
2024,7,2024-07-29,20400,83,64,40,223,1010,1336,21819,180,5486,3519,63,9247,4199,0,0,4199,9180,-1460,10127,8374,0.41,62,20809,60,78.38
2024,7,2024-07-30,20800,84,64,40,209,901,1214,22098,185,5490,3533,63,9270,4197,0,0,4197,9280,-1504,10429,8630,0.41,61,21197,59,78.38
2024,7,2024-07-31,20600,84,63,40,201,850,1154,21838,167,5992,3503,63,9725,4150,0,0,4150,9170,-2098,10352,7963,0.43,64,20988,62,78.43
2024,8,2024-08-01,20400,84,63,40,215,833,1150,21634,178,6196,3532,66,9972,4131,0,0,4131,9050,-2457,10277,7531,0.45,65,20801,64,78.51
2024,8,2024-08-02,20200,83,61,41,238,840,1180,21464,187,5992,3513,81,9773,4136,0,0,4136,8960,-2322,10165,7554,0.44,65,20624,63,78.59
2024,8,2024-08-03,20100,85,61,39,249,890,1239,21424,183,6019,3494,68,9763,4097,0,0,4097,9040,-2147,9998,7564,0.44,65,20534,63,78.66
2024,8,2024-08-04,20500,88,60,36,240,1040,1376,21965,184,5995,3506,64,9749,4119,0,0,4119,9200,-1850,10235,8097,0.43,63,20925,61,78.68
2024,8,2024-08-05,20900,86,60,40,235,1080,1415,22401,180,5995,3512,63,9749,4075,0,0,4075,9260,-1723,10585,8577,0.42,62,21321,60,78.66
2024,8,2024-08-06,20900,85,58,37,233,938,1266,22251,185,6674,3514,64,10436,4063,0,0,4063,9200,-2610,10648,7753,0.46,65,21313,64,78.71
2024,8,2024-08-07,20400,87,56,35,227,888,1206,21694,189,6966,3522,82,10759,4010,0,0,4010,9160,-2999,10205,6925,0.48,68,20806,67,78.83
2024,8,2024-08-08,20000,87,54,35,247,866,1202,21289,224,6387,3947,73,10631,4006,0,0,4006,9000,-3033,9965,6652,0.48,69,20423,67,78.97
2024,8,2024-08-09,20000,85,54,35,254,862,1205,21290,248,5493,4153,66,9960,3950,0,0,3950,8890,-2432,10090,7381,0.45,65,20428,64,79.04
2024,8,2024-08-10,20000,86,52,35,265,903,1255,21341,250,4993,4164,66,9473,3949,0,0,3949,8780,-2004,10200,7919,0.43,63,20438,61,79.05
2024,8,2024-08-11,19900,87,52,36,287,1040,1415,21402,244,4995,4199,60,9498,3911,0,0,3911,8660,-1964,10232,7994,0.43,63,20362,61,79.06
2024,8,2024-08-12,19900,84,53,35,281,1160,1529,21513,244,4899,4222,62,9427,3913,0,0,3913,8530,-1912,10359,8173,0.42,62,20353,60,79.05
2024,8,2024-08-13,19800,81,52,35,250,1130,1467,21348,242,5493,4199,67,10000,3867,0,0,3867,8400,-2646,10398,7481,0.45,65,20218,63,79.11
2024,8,2024-08-14,19900,81,52,38,219,1080,1389,21370,247,6192,4206,68,10713,3809,0,0,3809,8510,-3289,10404,6848,0.48,68,20290,66,79.21
2024,8,2024-08-15,20200,84,52,40,204,1080,1375,21659,234,6680,4245,75,11233,3801,0,0,3801,8800,-3529,10419,6624,0.5,69,20579,68,79.33
2024,8,2024-08-16,20300,84,51,40,197,1070,1358,21742,227,6673,4215,89,11204,3760,0,0,3760,9100,-3189,10231,6779,0.5,69,20672,67,79.43
2024,8,2024-08-17,20300,86,51,40,208,1130,1429,21814,225,6674,4189,83,11171,3752,0,0,3752,9290,-2891,10045,6891,0.5,68,20684,67,79.52
2024,8,2024-08-18,20600,84,50,40,225,1270,1585,22269,215,6668,4217,66,11166,3726,0,0,3726,9330,-2672,10311,7378,0.49,67,20999,65,79.55
2024,8,2024-08-19,20400,84,51,39,228,1300,1618,22102,226,6666,4203,65,11160,3673,0,0,3673,9270,-2660,10185,7268,0.49,67,20802,65,79.59
2024,8,2024-08-20,20300,85,51,36,216,1160,1462,21847,222,3496,2690,63,6470,3665,0,0,3665,9270,1881,10089,11713,0.28,46,20687,43,79.33
2024,8,2024-08-21,20400,86,50,37,205,1020,1312,21798,223,5310,3935,52,9519,3597,0,0,3597,9360,-1185,10119,8682,0.42,60,20778,58,79.27
2024,8,2024-08-22,20200,86,49,35,201,968,1253,21539,197,6680,4255,66,11198,3542,0,0,3542,3270,-8977,16024,6799,0.5,68,20571,67,79.37
2024,8,2024-08-23,20100,88,49,36,201,915,1201,21389,195,6190,4219,76,10680,3548,0,0,3548,3240,-8545,15954,7161,0.48,67,20474,65,79.43
2024,8,2024-08-24,20300,87,51,35,202,961,1249,21636,192,6000,4239,69,10498,3514,0,0,3514,3230,-8304,16173,7623,0.47,65,20675,63,79.45
2024,8,2024-08-25,20700,85,53,36,201,1030,1321,22106,186,5997,4176,73,10432,3479,0,0,3479,3240,-8133,16571,8195,0.46,63,21076,61,79.42
2024,8,2024-08-26,21000,86,57,35,198,1040,1329,22415,190,6676,4240,67,11172,3428,0,0,3428,3190,-8881,16936,7814,0.49,65,21375,63,79.42
2024,8,2024-08-27,21100,85,55,35,183,948,1221,22406,179,7174,4181,70,11604,3418,0,0,3418,3150,-9454,17078,7384,0.51,67,21458,66,79.46
2024,8,2024-08-28,21200,82,52,35,171,896,1154,22436,178,7171,4234,65,11648,3360,0,0,3360,9300,-3378,11041,7428,0.51,67,21540,66,79.5
2024,8,2024-08-29,21200,77,49,35,179,886,1149,22426,179,7179,4261,69,11689,3297,0,0,3297,9400,-3282,10954,7441,0.51,67,21540,65,79.53
2024,8,2024-08-30,20900,72,47,38,202,882,1169,22141,186,7175,4248,78,11687,3248,0,0,3248,9340,-3289,10723,7207,0.51,67,21259,66,79.58
2024,8,2024-08-31,20400,72,47,39,213,862,1161,21633,160,7178,4239,76,11654,3204,0,0,3204,9260,-3315,10315,6776,0.53,69,20771,67,79.66
2024,9,2024-09-01,20000,73,46,144,221,1040,1451,21524,154,6674,4228,55,11112,3174,0,0,3174,9120,-2604,10064,7238,0.51,66,20484,65,79.7
2024,9,2024-09-02,19900,72,46,168,220,1090,1524,21496,157,6093,4226,77,10553,3168,0,0,3168,8910,-2179,10175,7774,0.48,64,20406,62,79.69
2024,9,2024-09-03,19500,70,45,155,197,970,1367,20938,171,5891,4205,67,10333,3104,0,0,3104,8800,-2184,9901,7500,0.48,64,19968,62,79.71
2024,9,2024-09-04,19400,71,44,173,175,903,1295,20766,179,4992,4237,83,9491,3059,0,0,3059,8730,-1454,9885,8217,0.44,60,19863,59,79.66
2024,9,2024-09-05,19700,74,45,159,166,939,1309,21083,177,4992,4128,81,9378,3016,0,0,3016,8700,-1330,10229,8688,0.43,59,20144,57,79.58
2024,9,2024-09-06,20300,73,43,171,180,948,1342,21715,177,5491,4156,74,9899,2966,0,0,2966,8810,-1675,10733,8850,0.44,59,20767,57,79.5
2024,9,2024-09-07,20800,71,43,177,200,944,1364,22235,178,5784,4219,75,10256,2918,0,0,2918,8820,-1969,11234,9061,0.45,59,21291,57,79.4
2024,9,2024-09-08,20900,69,43,183,199,1030,1454,22423,178,5993,4203,71,10445,2874,0,0,2874,8770,-2089,11394,9104,0.45,59,21393,57,79.31
2024,9,2024-09-09,20600,67,42,192,190,1040,1464,22131,178,6676,4203,68,11125,2868,0,0,2868,8780,-2745,11084,8138,0.49,63,21091,61,79.29
2024,9,2024-09-10,20500,68,42,242,196,990,1470,22038,179,7171,4244,63,11657,2813,0,0,2813,8650,-3365,11130,7568,0.52,66,21048,64,79.32
2024,9,2024-09-11,20500,69,42,253,198,985,1479,22048,179,6675,4237,57,11148,2763,0,0,2763,8370,-3095,11425,8137,0.49,63,21063,61,79.3
2024,9,2024-09-12,20500,65,42,248,189,998,1477,22042,179,6671,4252,59,11161,2707,0,0,2707,8240,-3204,11567,8173,0.49,63,21044,61,79.28
2024,9,2024-09-13,20400,66,43,245,183,988,1459,21925,185,6674,4201,76,11135,2665,0,0,2665,8490,-2919,11230,8125,0.49,63,20937,61,79.27
2024,9,2024-09-14,20300,68,44,214,184,1050,1493,21861,179,7173,4220,69,11640,2624,0,0,2624,8850,-3003,10784,7597,0.52,65,20811,63,79.3
2024,9,2024-09-15,20200,68,45,219,186,1200,1650,21918,178,7173,4173,56,11580,2579,0,0,2579,9030,-2576,10516,7759,0.52,65,20718,63,79.31
2024,9,2024-09-16,20200,64,45,213,171,1210,1639,21903,189,7169,4232,71,11660,2573,0,0,2573,8900,-2794,10644,7669,0.52,65,20693,63,79.33
2024,9,2024-09-17,19900,66,46,195,168,1120,1529,21495,136,6676,4229,72,11113,2529,0,0,2529,8970,-2258,10288,7853,0.51,63,20375,61,79.34
2024,9,2024-09-18,19900,71,47,200,171,1120,1538,21509,178,6672,4219,74,11142,2452,0,0,2452,8980,-2218,10305,7915,0.5,63,20389,61,79.34
2024,9,2024-09-19,19800,71,49,202,181,1180,1612,21483,180,6645,4246,75,11146,2405,0,0,2405,9020,-2077,10177,7932,0.5,63,20303,61,79.34
2024,9,2024-09-20,19600,73,50,201,192,1180,1623,21297,188,6675,4268,66,11197,2408,0,0,2408,8930,-2208,10069,7692,0.51,64,20117,62,79.35
2024,9,2024-09-21,19500,68,53,201,196,1120,1569,21137,194,6000,4272,66,10532,2360,0,0,2360,8760,-1737,10147,8245,0.48,61,20017,59,79.33
2024,9,2024-09-22,19300,66,51,216,184,1220,1671,21038,196,5995,4254,60,10506,2321,0,0,2321,8550,-1793,10166,8211,0.49,61,19818,59,79.3
2024,9,2024-09-23,19100,61,48,207,168,1330,1753,20914,189,5993,4214,69,10464,2323,0,0,2323,7940,-2281,10570,8126,0.49,61,19584,59,79.29
2024,9,2024-09-24,18700,46,46,194,162,1250,1652,20398,187,4996,4214,69,9465,2263,0,0,2263,5490,-3794,12623,8671,0.45,57,19148,55,79.23
2024,9,2024-09-25,18400,54,44,191,176,1210,1621,20076,202,4998,3802,63,9065,2216,0,0,2216,4005,-4879,13829,8795,0.44,56,18866,53,79.17
2024,9,2024-09-26,18500,65,43,194,184,1180,1601,20166,200,993,3547,67,4807,2218,0,0,2218,3829.33,-818,14115,13141,0.22,35,18986,31,78.85
2024,9,2024-09-27,18100,60,44,195,184,1120,1543,19703,190,493,933,81,1697,2166,0,0,2166,3768.1,2206,13786,15840,0.07,20,18583,15,78.43
2024,9,2024-09-28,17800,56,45,205,180,1170,1599,19455,187,497,908,82,1673,2164,0,0,2164,3791.1,2310,13459,15617,0.07,20,18285,15,78.04
2024,9,2024-09-29,17900,53,44,204,177,1310,1735,19689,187,499,908,63,1657,2121,0,0,2121,3781.5,2481,13578,15910,0.07,19,18379,13,77.66
2024,9,2024-09-30,18000,55,43,204,191,1340,1777,19832,200,494,908,74,1676,2115,0,0,2115,3763.7,2490,13699,16041,0.07,19,18492,13,77.29
