Year,Mo,Date,SAC,YOLO,CSMR,MOKE,MISC,SJR,EAST,TOT,CCC,SWP,CVP,NBAQ,EXPORTS,GCD,PREC,MISDV,CD,XGEO,WEST,RIO,OUT,EXPIN,DIVER,EFFEC,EFFDIV,X2
2023,10,2023-10-01,17000,36,69,325,140,1680,2215,19251,280,6671,3455,67,10473,2137,0,0,2137,7790,-1858,8648,6640,0.53,66,17571,62,79.28
2023,10,2023-10-02,16800,35,81,296,188,1710,2275,19110,280,6673,3457,74,10484,2086,0,0,2086,5610,-3955,10641,6540,0.53,66,17400,62,79.41
2023,10,2023-10-03,16500,32,76,277,194,1640,2187,18719,288,5991,3460,79,9817,2030,0,0,2030,3813,-5136,12151,6873,0.5,63,17079,60,79.5
2023,10,2023-10-04,15800,32,72,306,175,1470,2023,17854,295,4994,3334,75,8699,2015,0,0,2015,3500.45,-4486,11767,7140,0.46,60,16384,56,79.55
2023,10,2023-10-05,15100,32,70,786,158,1560,2574,17706,290,4988,3196,93,8567,1969,0,0,1969,3660,-3612,10921,7171,0.46,60,16146,56,79.6
2023,10,2023-10-06,14400,31,68,1247,135,2030,3480,17911,290,2989,4000,90,7368,1965,0,0,1965,5280,114,8601,8578,0.39,52,15881,46,79.54
2023,10,2023-10-07,13500,30,65,1074,107,2890,4136,17666,283,2490,4288,89,7150,1918,0,0,1918,5900,1640,7093,8598,0.38,51,14776,42,79.47
2023,10,2023-10-08,12700,31,65,826,85,3190,4166,16897,274,2494,4284,90,7142,1913,0,0,1913,5620,1400,6575,7842,0.4,54,13707,43,79.47
2023,10,2023-10-09,12400,32,62,560,65,3070,3758,16190,245,1989,4323,92,6649,1927,0,0,1927,3840,-304,8052,7614,0.39,53,13120,42,79.49
2023,10,2023-10-10,12400,32,66,337,61,2480,2944,15376,230,298,3462,84,4074,1877,0,0,1877,2998,648,8909,9425,0.24,39,12896,27,79.37
2023,10,2023-10-11,12400,33,67,369,61,2000,2497,14930,248,296,3485,86,4115,1871,0,0,1871,2990.01,156,8919,8944,0.25,40,12930,31,79.28
2023,10,2023-10-12,12200,36,71,851,62,1850,2834,15070,253,799,2651,78,3782,1870,0,0,1870,3214,1051,8499,9419,0.23,38,13220,29,79.17
2023,10,2023-10-13,11900,35,70,1279,80,2260,3689,15624,252,799,2645,76,3772,1870,0,0,1870,4650,3351,6761,9982,0.22,36,13364,25,79.03
2023,10,2023-10-14,11400,33,67,1106,99,3400,4672,16105,252,798,2646,83,3778,1821,0,0,1821,5450,5160,5473,10506,0.21,35,12705,17,78.87
2023,10,2023-10-15,10900,32,65,858,98,3710,4732,15663,189,798,2056,93,3136,1837,0,0,1837,5190,5591,5227,10690,0.18,32,11953,11,78.7
2023,10,2023-10-16,10600,31,62,597,99,3270,4027,14659,204,794,2645,91,3733,1836,0,0,1836,3860,2961,6257,9090,0.23,38,11389,20,78.64
2023,10,2023-10-17,10600,31,61,370,97,2620,3148,13779,227,794,2639,86,3746,1824,0,0,1824,2825.6,1042,7295,8208,0.25,40,11159,26,78.66
2023,10,2023-10-18,10400,105,63,406,98,2140,2706,13211,233,794,1809,72,2908,1773,0,0,1773,2710.9,1357,7298,8530,0.2,35,11071,23,78.65
2023,10,2023-10-19,10100,146,62,880,97,1910,2949,13195,227,791,921,68,2006,1771,0,0,1771,2839,2631,6911,9418,0.13,29,11285,17,78.57
2023,10,2023-10-20,9740,133,62,1291,97,2110,3560,13433,222,795,923,70,2009,1768,0,0,1768,3860,4262,5518,9656,0.13,28,11323,15,78.48
2023,10,2023-10-21,9830,133,60,1106,97,2550,3813,13777,227,794,924,73,2017,1774,0,0,1774,4440,5083,5026,9985,0.12,28,11227,11,78.38
2023,10,2023-10-22,10100,134,66,876,97,3000,4039,14273,227,800,922,56,2004,1783,573.262708333,0,1210,4410,5659,5485,11060,0.12,23,12142,9,78.22
2023,10,2023-10-23,10600,123,104,619,98,3120,3941,14664,167,0,921,67,1154,1732,573.262708333,0,1159,3212,5245,7186,12350,0.06,16,13023,5,77.99
2023,10,2023-10-24,10700,100,92,381,97,2640,3210,14010,134,0,919,51,1104,1735,573.262708333,0,1162,2717.7,4069,7757,11745,0.06,16,12418,5,77.81
2023,10,2023-10-25,10600,67,75,414,99,2120,2707,13375,221,299,918,43,1481,1732,573.262708333,0,1159,2770.01,3243,7573,10734,0.09,20,11823,9,77.7
2023,10,2023-10-26,10800,47,70,899,99,1930,2998,13845,227,290,917,55,1488,1720,573.262708333,0,1147,3003,3768,7523,11210,0.08,19,11915,6,77.56
2023,10,2023-10-27,10700,40,72,1316,100,2240,3728,14468,235,290,914,80,1519,1725,0,0,1725,4330,5418,5927,11224,0.08,22,12228,8,77.43
2023,10,2023-10-28,10600,41,70,1134,99,2970,4273,14915,226,290,915,91,1522,1729,0,0,1729,5080,6707,5077,11663,0.08,22,12725,8,77.29
2023,10,2023-10-29,10500,43,70,888,105,3330,4393,14937,222,290,915,80,1507,1685,0,0,1685,4840,6631,5231,11745,0.08,21,12722,8,77.14
2023,10,2023-10-30,10400,43,68,636,100,3280,4085,14528,220,289,914,83,1506,1686,0,0,1686,3770,5253,6201,11336,0.08,22,12314,8,77.03
2023,10,2023-10-31,10200,42,67,397,104,2880,3449,13691,230,292,916,84,1522,1684,0,0,1684,2767.1,3599,7003,10485,0.09,23,11566,9,76.98
2023,11,2023-11-01,9810,47,66,431,105,2570,3172,13029,117,5988,2112,82,8298,1688,0,0,1688,2703,-3521,6681,3042,0.62,77,10459,71,77.72
2023,11,2023-11-02,9690,62,66,828,107,2300,3301,13053,122,3991,2727,93,6933,1681,0,0,1681,2838,-1888,6444,4438,0.51,66,10753,59,78.18
2023,11,2023-11-03,9410,67,67,1157,106,2120,3450,12927,111,3988,2722,89,6910,1683,0,0,1683,3750,-804,5255,4334,0.52,66,10807,60,78.64
2023,11,2023-11-04,8890,68,69,917,104,2010,3100,12058,118,3989,2713,89,6910,1686,0,0,1686,4310,-596,4176,3462,0.55,71,10048,66,79.21
2023,11,2023-11-05,8520,69,69,598,105,1920,2691,11280,123,3373,2828,81,6405,1687,0,0,1687,4320,-491,3797,3188,0.55,72,9360,66,79.8
2023,11,2023-11-06,8400,70,79,286,103,1790,2258,10728,158,2995,2710,72,5936,1686,0,0,1686,4350,-424,3648,3106,0.53,71,8938,65,80.38
2023,11,2023-11-07,8380,70,100,224,106,1690,2119,10569,176,2497,2685,72,5429,1683,0,0,1683,4220,-184,3759,3457,0.49,67,8879,61,80.86
2023,11,2023-11-08,8060,76,112,211,105,1620,2048,10184,164,1994,2720,72,4950,1634,0,0,1634,3065,-900,4614,3600,0.46,65,8564,58,81.28
2023,11,2023-11-09,7780,88,90,212,99,1580,1981,9848,175,2986,1832,90,5083,1641,0,0,1641,2611,-1558,4797,3124,0.49,68,8268,62,81.78
2023,11,2023-11-10,7650,83,78,212,103,1590,1983,9716,130,1791,2729,97,4746,1641,0,0,1641,3720,-110,3554,3329,0.46,66,8126,59,82.2
2023,11,2023-11-11,7420,86,74,211,102,1580,1967,9473,175,1598,2734,93,4600,1639,0,0,1639,4330,631,2717,3233,0.46,66,7893,59,82.62
2023,11,2023-11-12,7280,89,72,211,101,1550,1934,9303,175,1386,2739,79,4379,1640,0,0,1640,4220,709,2690,3284,0.44,65,7753,58,83.01
2023,11,2023-11-13,7380,80,70,206,99,1520,1896,9356,174,1393,2747,81,4394,1640,0,0,1640,3200,-365,3801,3321,0.44,64,7836,58,83.37
2023,11,2023-11-14,7470,68,69,202,103,1500,1874,9412,173,1589,2409,81,4253,1640,0,0,1640,2455.1,-990,4624,3520,0.42,63,7912,56,83.67
2023,11,2023-11-15,7380,69,68,212,102,1480,1862,9311,155,1590,2416,80,4242,1689,0,0,1689,2370.02,-1107,4606,3380,0.43,64,7831,57,83.98
2023,11,2023-11-16,7370,69,75,204,97,1490,1867,9306,120,1495,1703,74,3392,1693,0,0,1693,2445,-181,4520,4220,0.34,55,7816,46,84.13
2023,11,2023-11-17,7420,70,107,209,83,1480,1879,9369,101,1490,1890,82,3562,1694,0,0,1694,3290,506,3725,4113,0.36,56,7889,48,84.29
2023,11,2023-11-18,7630,72,112,228,80,1470,1890,9591,86,1491,1864,82,3524,1696,573.262708333,0,1123,4100,1736,3287,4945,0.35,48,8121,39,84.32
2023,11,2023-11-19,8610,72,128,205,120,1490,1943,10624,85,1498,1843,77,3503,1695,573.262708333,0,1122,4110,1821,4258,6000,0.31,44,9134,34,84.22
2023,11,2023-11-20,8770,71,219,210,239,1450,2118,10960,87,1495,1827,72,3480,1744,573.262708333,0,1171,3320,1197,5193,6308,0.3,42,9510,34,84.1
2023,11,2023-11-21,8960,69,140,213,302,1410,2065,11094,89,3798,1820,71,5777,1744,573.262708333,0,1171,2862,-1612,5839,4145,0.51,63,9684,57,84.25
2023,11,2023-11-22,9020,68,108,207,301,1390,2006,11095,110,2995,1822,72,4998,1745,573.262708333,0,1172,4200,447,4560,4925,0.43,56,9705,49,84.29
2023,11,2023-11-23,8750,74,97,209,452,1390,2148,10971,119,2997,1829,72,5017,1745,0,0,1745,4990,987,3345,4210,0.44,62,9581,56,84.42
2023,11,2023-11-24,8670,79,92,211,685,1360,2347,11096,116,2990,1831,75,5012,1745,0,0,1745,4850,1051,3410,4339,0.43,61,9736,55,84.53
2023,11,2023-11-25,8620,81,88,198,663,1340,2289,10990,119,2492,1828,62,4500,1794,0,0,1794,4860,1483,3338,4696,0.39,57,9650,51,84.58
2023,11,2023-11-26,8460,84,85,203,421,1330,2039,10584,119,2492,1829,68,4507,1794,0,0,1794,4710,1075,3332,4282,0.41,60,9254,54,84.69
2023,11,2023-11-27,8390,90,83,212,264,1330,1889,10369,114,2500,1831,69,4513,1847,0,0,1847,3540,-284,4422,4009,0.42,61,9039,56,84.84
2023,11,2023-11-28,8380,91,82,217,151,1310,1760,10231,86,2991,1829,76,4982,1894,0,0,1894,2648.8,-1805,5292,3355,0.47,67,8921,62,85.09
2023,11,2023-11-29,8360,93,80,205,104,1300,1689,10142,96,2998,1832,69,4995,1894,0,0,1894,2570,-1967,5352,3253,0.48,68,8842,63,85.34
2023,11,2023-11-30,8540,101,80,220,105,1280,1685,10326,91,3191,1833,74,5188,1946,0,0,1946,2530,-2238,5566,3192,0.49,69,9046,65,85.6
2023,12,2023-12-01,9060,106,80,218,125,1260,1683,10849,93,1996,1832,72,3992,1996,0,0,1996,2500,-1106,6107,4861,0.35,55,9589,49,85.57
2023,12,2023-12-02,9280,110,83,221,155,1260,1719,11109,95,1993,1826,68,3982,1994,0,0,1994,2450,-1110,6382,5133,0.34,54,9849,48,85.51
2023,12,2023-12-03,9290,113,85,218,152,1250,1706,11109,105,1997,1821,70,3993,1996,0,0,1996,2430,-1155,6414,5120,0.34,54,9859,48,85.45
2023,12,2023-12-04,9500,116,92,246,155,1260,1753,11369,126,1997,1816,71,4010,2045,0,0,2045,2500,-1086,6544,5314,0.33,53,10109,47,85.37
2023,12,2023-12-05,9720,125,89,243,152,1300,1784,11630,106,1491,1811,68,3476,2094,0,0,2094,2580,-473,6679,6060,0.28,48,10330,41,85.21
2023,12,2023-12-06,9930,133,87,248,154,1320,1809,11871,120,2497,2672,66,5354,2095,0,0,2095,2660,-2247,6816,4422,0.43,63,10551,58,85.26
2023,12,2023-12-07,10500,134,101,251,152,1320,1824,12459,86,2993,2674,69,5822,2145,0,0,2145,2770,-2622,7263,4492,0.45,64,11139,60,85.3
2023,12,2023-12-08,10500,136,135,255,153,1290,1833,12469,107,1992,3403,67,5569,2144,0,0,2144,2790,-2339,7245,4756,0.43,62,11179,57,85.3
2023,12,2023-12-09,10200,139,106,278,152,1270,1806,12145,121,2499,3399,63,6082,2145,0,0,2145,2750,-2919,6988,3919,0.49,68,10875,64,85.43
2023,12,2023-12-10,10100,143,94,282,152,1250,1778,12021,119,2491,3398,75,6082,2195,0,0,2195,2790,-2941,6838,3743,0.49,69,10771,65,85.57
2023,12,2023-12-11,9930,141,90,279,153,1230,1752,11823,109,2491,3402,66,6068,2195,0,0,2195,2810,-2933,6646,3560,0.5,70,10593,66,85.75
2023,12,2023-12-12,9950,141,87,278,151,1210,1727,11818,95,1991,3414,67,5567,2195,0,0,2195,2800,-2467,6676,4056,0.46,66,10608,62,85.83
2023,12,2023-12-13,10200,143,86,281,152,1200,1719,12062,105,1993,3417,68,5583,2188,0,0,2188,2810,-2477,6920,4290,0.45,64,10862,61,85.86
2023,12,2023-12-14,10100,147,84,275,151,1200,1710,11957,120,1997,3415,66,5599,2194,0,0,2194,2830,-2485,6803,4164,0.45,65,10757,61,85.92
2023,12,2023-12-15,10000,145,81,271,152,1200,1704,11849,123,1997,3220,57,5398,2192,0,0,2192,2800,-2318,6731,4260,0.44,64,10649,60,85.96
2023,12,2023-12-16,10100,138,81,269,151,1220,1720,11958,120,2299,3428,48,5895,2192,0,0,2192,2820,-2780,6804,3871,0.48,68,10738,64,86.05
2023,12,2023-12-17,10500,135,81,273,152,1240,1745,12380,123,2295,3414,37,5869,2196,573.262708333,0,1623,2850,-2329,7331,4888,0.46,61,11140,56,86
2023,12,2023-12-18,11300,136,84,292,152,1280,1808,13244,113,2287,3398,34,5832,2147,1146.525416666,0,1000,2960,-1715,8196,6411,0.43,52,11964,46,85.76
2023,12,2023-12-19,12800,155,138,286,150,1350,1924,14879,104,2993,3409,34,6541,2145,2866.313541665,0,-721,3210,-938,9947,9059,0.43,39,13529,33,85.32
2023,12,2023-12-20,14700,173,458,288,151,1380,2277,17150,91,3492,3411,32,7026,2146,4586.101666664,0,-2440,3500,337,12056,12564,0.4,27,15770,20,84.7
2023,12,2023-12-21,17200,230,325,282,173,1460,2240,19670,81,3992,3404,33,7510,2096,4586.101666664,0,-2490,3870,218,14257,14650,0.38,26,18210,20,84
2023,12,2023-12-22,19300,334,226,274,201,1440,2141,21775,90,3991,3412,31,7523,2096,4012.838958331,0,-1916,4180,44,15991,16168,0.34,26,20335,20,83.28
2023,12,2023-12-23,19900,432,186,278,203,1400,2067,22399,99,3999,3413,30,7542,2045,3439.5762499979996,0,-1394,4240,-329,16482,16251,0.33,27,20999,23,82.6
2023,12,2023-12-24,18800,378,163,273,200,1380,2016,21194,100,3990,2796,32,6918,2046,1719.7881249989998,0,326,4080,-1034,15007,13950,0.32,34,19814,30,82.06
2023,12,2023-12-25,17300,208,149,274,201,1350,1974,19482,92,3996,2681,33,6802,1995,0,0,1995,3850,-2274,13099,10685,0.34,45,18132,41,81.71
2023,12,2023-12-26,15900,142,140,277,203,1330,1950,17992,100,5498,2671,29,8298,1996,0,0,1996,3650,-3996,11833,7698,0.45,57,16662,54,81.6
2023,12,2023-12-27,15000,125,135,283,201,1310,1929,17055,102,5496,2668,32,8298,1946,1146.525416666,0,799,3530,-3358,11371,7958,0.48,53,15745,49,81.47
2023,12,2023-12-28,14900,122,131,279,203,1330,1943,16965,101,5496,2700,33,8331,1946,1146.525416666,0,800,3480,-3428,11318,7834,0.48,54,15635,50,81.36
2023,12,2023-12-29,15100,146,126,286,204,1320,1936,17182,105,5491,2669,33,8298,1896,5159.364374997,0,-3263,3480,-761,12680,12147,0.47,29,15862,23,80.97
2023,12,2023-12-30,16800,224,128,317,203,1390,2038,19062,108,5496,3555,32,9192,1846,6305.889791662999,0,-4460,3660,-595,14613,14330,0.47,25,17672,19,80.5
2023,12,2023-12-31,19400,359,140,279,200,1430,2049,21808,107,5496,3549,33,9185,1797,6305.889791662999,0,-4509,4010,-195,17011,17132,0.41,21,20378,16,79.93
2024,1,2024-01-01,22500,683,133,277,200,1380,1990,25173,104,2290,3547,32,5972,1695,5159.364374997,0,-3464,4450,2719,19703,22665,0.23,10,23793,5,79.22
2024,1,2024-01-02,23400,794,123,281,203,1360,1967,26161,108,2298,3540,30,5977,1647,7452.415208328999,0,-5805,4560,4324,21260,25990,0.22,1,24801,-5,78.46
